precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FRENŢIU ZAMFIR-DORIN-voturi"
26,MARAMUREŞ,"CĂMIN CULTURAL",280,CICÂRLĂU,107662,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:00:13",1164,1137,1,26,0,642,616,0,26,0,607,10,1300,683,95,363,43,22,5,79
26,MARAMUREŞ,"CĂMIN CULTURAL",277,CICÂRLĂU,107662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:10:07",1928,1907,2,13,6,922,903,0,13,6,895,27,2080,1158,250,402,79,58,91,15
26,MARAMUREŞ,"CĂMIN CULTURAL",279,CICÂRLĂU,107662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:33:32",396,386,1,9,0,214,205,0,9,0,202,12,400,186,15,136,21,3,6,21
26,MARAMUREŞ,"CLĂDIRE ADMINISTRATIVĂ",278,CICÂRLĂU,107662,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:39:40",271,257,1,8,5,163,150,0,8,5,157,6,300,137,28,75,8,35,11,0
