precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
16,DÂMBOVIŢA,"CĂMIN CULTURAL",215,"COSTEŞTII DIN VALE",67121,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:46:14",1255,1245,0,3,7,792,782,0,3,7,759,33,1376,584,419,340
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 COSTEȘTII DIN VALE",214,"COSTEŞTII DIN VALE",67121,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:55:20",414,401,0,5,8,278,265,0,5,8,265,11,440,162,167,98
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ TOMȘANI",216,"COSTEŞTII DIN VALE",67121,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:17",979,960,0,4,15,708,689,0,4,15,688,20,1080,372,435,253
