precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAIA DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","NEGRILĂ FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
19,GIURGIU,"CĂMINUL CULTURAL GOGOŞARI",139,GOGOŞARI,103309,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:34:18",605,574,0,13,18,399,368,0,13,18,391,8,625,226,373,18
19,GIURGIU,"DISPENSAR UMAN IZVORU",141,GOGOŞARI,103309,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:57",507,481,0,10,16,348,322,0,10,16,345,3,540,192,329,16
19,GIURGIU,"FOSTA PRIMĂRIE",140,GOGOŞARI,103309,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:07:41",92,83,0,6,3,75,66,0,6,3,74,1,95,20,46,28
19,GIURGIU,"FOSTA ŞCOALA RĂLEŞTI",142,GOGOŞARI,103309,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:08:14",129,120,0,6,3,86,77,0,6,3,86,0,138,52,73,13
