precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"CAMIN CULTURAL PLATONEŞTI",189,PLATONEŞTI,180000,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:05:55",757,726,1,21,9,480,450,0,21,9,473,7,800,320,7,290,52,124
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PLATONEȘTI",190,PLATONEŞTI,180000,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:41:33",755,722,0,24,9,512,479,0,24,9,504,8,806,294,8,221,182,93
