precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BOTENI",240,BOTENI,14673,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:46",1411,1377,0,3,31,970,936,0,3,31,935,35,1448,478,333,169,174,259
3,ARGEŞ,"ŞCOALA PRIMARĂ LUNCA",241,BOTENI,14673,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:26",484,471,0,5,8,343,330,0,5,8,328,15,599,256,179,30,67,52
