precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PREDESCU GEORGE-CLAUDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","BUNACIU IULIAN-DRAGOŞ-PARTIDUL SOCIAL DEMOCRAT-voturi"
34,SIBIU,"CLĂDIREA PAROHIALĂ ORTODOXĂ NR.1 OCNA SIBIULUI",201,"ORAŞ OCNA SIBIULUI",143851,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:30",1446,1430,3,10,3,811,798,0,10,3,791,20,1568,757,361,430
34,SIBIU,"CLADIRE (FOST SEDIU PRIMARIE),TOPÎRCEA",202,"ORAŞ OCNA SIBIULUI",143851,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:29",126,113,0,13,0,72,59,0,13,0,67,5,120,48,27,40
34,SIBIU,"ŞCOALA GIMNAZIALA OCNA SIBIULUI",199,"ORAŞ OCNA SIBIULUI",143851,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:49:30",980,968,3,7,2,532,522,1,7,2,519,13,1070,538,271,248
34,SIBIU,"ŞCOALA GIMNAZIALĂ OCNA SIBIULUI",200,"ORAŞ OCNA SIBIULUI",143851,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:38:30",969,964,0,4,1,502,497,0,4,1,484,18,1060,558,276,208
