precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRUŞCĂ CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV DEDOVIŢA NOUĂ",264,ŞIMIAN,109826,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:18:35",367,364,0,3,0,198,195,0,3,0,192,6,399,201,192
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV DUDAŞU",265,ŞIMIAN,109826,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:45",1237,1227,0,2,8,520,510,0,2,8,509,11,1351,831,509
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV POROINA",266,ŞIMIAN,109826,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:37",248,240,0,6,2,144,136,0,6,2,144,0,263,119,144
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV POROINA",267,ŞIMIAN,109826,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:45:54",285,280,0,5,0,133,128,0,5,0,132,1,303,170,132
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII CERNEŢI",262,ŞIMIAN,109826,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:25",1489,1474,1,4,10,773,759,0,4,10,744,29,1631,858,744
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII CERNEŢI",263,ŞIMIAN,109826,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:33:28",1470,1460,0,4,6,791,781,0,4,6,791,0,1615,824,791
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII ŞIMIAN",261,ŞIMIAN,109826,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:19",1902,1884,2,5,11,769,753,0,5,11,745,24,2083,1314,745
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII ŞIMIAN",260,ŞIMIAN,109826,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:51:43",1830,1816,6,4,4,820,812,0,4,4,820,0,2001,1181,820
27,MEHEDINŢI,"ŞCOALA GENERALĂ VALEA COPCII",268,ŞIMIAN,109826,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:49",105,97,0,8,0,82,74,0,8,0,82,0,107,25,82
