precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRAŞOVAN DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","POPA ANDREI-DUMITRU-UNIUNEA SALVAȚI ROMÂNIA-voturi","RUMMEL FRANCISC-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GRANCEA ION-OVIDIU-PARTIDUL S.O.S. ROMÂNIA-voturi","TRIF CLAUDIU-IONEL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL BALINŢ",298,BALINŢ,155546,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:35",396,381,1,9,5,219,205,0,9,5,208,11,408,189,80,58,3,13,54
37,TIMIŞ,"GRADINITA PN BODO",299,BALINŢ,155546,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:01",438,428,1,5,4,247,238,0,5,4,235,12,500,253,41,133,22,7,32
37,TIMIŞ,"ŞCOALA PRIMARĂ FĂDIMAC",300,BALINŢ,155546,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:50",148,135,0,6,7,135,122,0,6,7,124,11,200,65,44,43,1,9,27
37,TIMIŞ,"ŞCOALA PRIMARĂ TÂRGOVIŞTE",301,BALINŢ,155546,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:32:36",252,236,0,8,8,174,158,0,8,8,170,4,312,137,76,23,0,7,64
