precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
28,MUREŞ,"CĂMINUL CULTURAL ADĂMUȘ",219,ADĂMUŞ,115076,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:59",1059,1051,2,2,4,444,438,0,2,4,426,18,1170,726,176,79,65,74,32
28,MUREŞ,"CĂMINUL CULTURAL CRĂIEȘTI",221,ADĂMUŞ,115076,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:10:53",844,819,0,0,25,398,373,0,0,25,392,6,930,532,38,263,63,22,6
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ADĂMUȘ",218,ADĂMUŞ,115076,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:32",665,653,1,5,6,246,234,1,5,6,236,10,727,481,64,115,24,21,12
28,MUREŞ,"SCOALA GIMNAZIALĂ DÂMBĂU",222,ADĂMUŞ,115076,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:17",855,832,1,2,20,377,355,0,2,20,368,9,940,563,66,228,31,32,11
28,MUREŞ,"ȘCOALA PRIMARĂ CORNEȘTI",220,ADĂMUŞ,115076,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:58",947,944,0,0,3,384,381,0,0,3,363,21,1040,656,103,144,61,40,15
