precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"BIBLIOTECA MATEI MILLO",671,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:39",1213,1202,1,10,0,674,663,1,10,0,651,23,1300,626,120,47,353,6,14,111
24,IAŞI,"SCOALA CU CLASELE I-IV SALA 1",672,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:25",796,778,0,18,0,460,442,0,18,0,420,40,800,340,115,15,203,83,2,2
24,IAŞI,"SCOALA CU CLASELE I-VIII SALA NR.1",673,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:48:25",501,497,0,4,0,294,290,0,4,0,281,13,600,306,45,35,184,4,7,6
24,IAŞI,"SCOALA GIMNAZIALA COZMESTI",675,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:37",755,752,0,3,0,310,307,0,3,0,303,7,800,490,66,34,185,5,2,11
24,IAŞI,"SCOALA GIMNAZIALA COZMESTI",674,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:23",926,920,0,6,0,430,424,0,6,0,407,23,1000,570,86,65,242,4,3,7
