precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VOICESCU NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","ŢUR GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NICOLAE ION-UNIUNEA SALVAȚI ROMÂNIA-voturi","CÎRSTEA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi"
40,VÂLCEA,"CĂMIN CULTURAL FÂRTĂŢEŞTI",221,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:20",333,300,0,24,9,248,215,0,24,9,233,15,380,132,147,62,4,20
40,VÂLCEA,"CENTRUL DE ÎNGRIJIRE ȘI ASISTENȚĂ PENTRU PERSOANE VARSTNICE",223,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:46",382,351,0,19,12,247,216,0,19,12,242,5,360,113,127,98,1,16
40,VÂLCEA,"FOSTA ȘCOALA CU CLASELE I-IV GIULEȘTII DE SUS",226,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:52:23",272,247,0,14,11,183,158,0,14,11,173,10,250,67,81,32,1,59
40,VÂLCEA,"FOSTA ŞCOALĂ DEJOI",222,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:24:20",389,349,0,28,12,277,237,0,28,12,269,6,400,111,185,50,3,31
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DOZEŞTI",224,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:45:36",1043,947,0,53,43,618,522,0,53,43,609,9,1040,422,264,167,16,162
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII RUSĂNEŞTI",225,FÂRTĂŢEŞTI,169681,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:06",745,690,0,37,18,448,393,0,37,18,436,11,770,322,146,84,7,199
