precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi"
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV SURPAŢI",358,RUNCU,172812,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:17:26",108,100,0,8,0,77,69,0,8,0,75,2,120,43,3,47,22,3
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV VALEA BABEI",359,RUNCU,172812,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:02",220,193,0,27,0,157,130,0,27,0,149,8,210,53,27,66,50,6
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII RUNCU",357,RUNCU,172812,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:36",473,430,0,42,1,345,302,0,42,1,331,14,454,109,41,191,80,19
