precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KARSAI JÓZSEF-ATTILA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","POPA FLORIN-VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","ZIMA MARIUS-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","PAP SÁNDOR-GYÖRGY-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"LICEUL TEHNOLOGIC NR.1 - VALEA LUI MIHAI",212,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:02",1208,1186,12,6,4,614,604,0,6,4,605,9,1335,721,358,168,13,66
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",210,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:28",1281,1271,0,7,3,622,612,0,7,3,608,14,1415,793,245,269,25,69
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",206,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:35:34",1239,1222,7,6,4,650,640,0,6,4,639,11,1360,710,335,224,17,63
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",207,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:08:58",1403,1386,9,2,6,704,696,0,2,6,662,42,1537,832,339,228,19,76
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",209,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:27",1219,1199,1,5,14,666,647,0,5,14,644,22,1336,670,341,202,12,89
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",208,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:44",1351,1341,0,8,2,659,649,0,8,2,626,33,1486,827,273,277,21,55
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ZELK ZOLTÁN” GRĂDINIŢA CU PROGRAM NORMAL NR.1",211,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:18",1172,1159,4,5,4,612,603,0,5,4,596,16,1305,693,287,214,29,66
