precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi"
17,DOLJ,"CAMIN CULTURAL",314,COŞOVENI,71885,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:45:53",969,940,0,16,13,646,617,0,16,13,598,48,1047,401,14,75,314,74,40,31,46,4
17,DOLJ,"GRADINITA NR. 1",315,COŞOVENI,71885,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:10:19",1124,1069,2,33,20,767,713,1,33,20,742,25,1200,433,27,143,397,66,33,22,34,20
17,DOLJ,"GRADINITA NR. 2",316,COŞOVENI,71885,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:30:39",807,743,2,40,22,527,463,2,40,22,493,31,800,243,12,68,154,93,126,6,34,0
