precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",419,VLĂSINEŞTI,39792,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:08",462,449,0,10,3,210,197,0,10,3,200,10,500,290,63,68,69
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",420,VLĂSINEŞTI,39792,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:13:15",1245,1220,0,10,15,481,456,0,10,15,469,12,1339,858,94,108,267
7,BOTOŞANI,"ŞCOALA CU CLASELE I-VIII GHEORGHE BURAC",418,VLĂSINEŞTI,39792,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:47",2023,1989,1,6,27,649,618,0,6,25,618,31,2200,1551,100,74,444
