precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","VOVEC CRISTIAN-voturi"
10,BUZĂU,"GRĂDINIŢA PROSCA",295,NĂENI,47854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:43:46",172,162,0,9,1,124,114,0,9,1,120,4,180,56,12,42,48,18,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NĂENI",293,NĂENI,47854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:11",482,455,0,22,5,358,331,0,22,5,347,11,500,139,58,96,131,62,0
10,BUZĂU,"ŞCOALA PRIMARĂ FINŢESTI",294,NĂENI,47854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:29",471,454,1,13,3,376,360,0,13,3,341,33,500,126,22,87,159,55,18
10,BUZĂU,"ŞCOALA VÎRF",296,NĂENI,47854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:26:23",186,169,1,14,2,164,148,0,14,2,142,5,178,31,20,33,77,12,0
