precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOISE DORIN-ROMICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","GEORGESCU CĂLIN-ION-PARTIDUL NAȚIONAL LIBERAL-voturi"
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL LIMPEZIŞ",291,"MOVILA BANULUI",47774,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:45",790,765,1,7,17,562,538,0,7,17,546,16,860,298,509,37
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL MOVILA BANULUI",289,"MOVILA BANULUI",47774,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:18",979,970,0,0,9,635,626,0,0,9,617,18,1089,454,544,73
10,BUZĂU,"ŞCOALA GENERALA CIORANCA",290,"MOVILA BANULUI",47774,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:17",192,184,1,4,3,136,129,0,4,3,132,4,210,74,66,66
