precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MÎNDRU VALENTIN-MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","VODĂ BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CORNEANU DANIEL-PARTIDUL MIȘCAREA POPULARĂ-voturi","DOBREAN VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BERNAD ADRIAN-GHEORGHE-voturi","MEZEI LILIANA-voturi"
21,HARGHITA,"ȘCOALA GIMNAZIALĂ HODOȘA GARĂ",234,SĂRMAŞ,85528,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:16:21",1170,1160,2,2,6,575,567,0,2,6,557,18,1200,625,137,172,73,12,9,154
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”SFÂNTU ANDREI ”SĂRMAȘ",232,SĂRMAŞ,85528,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:54",1066,1051,3,0,12,565,553,0,0,12,553,12,1100,535,284,63,77,0,38,91
21,HARGHITA,"ȘCOALA PRIMARĂ FUNDOAIA",233,SĂRMAŞ,85528,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:46",505,499,0,3,3,331,325,0,3,3,327,4,600,269,160,39,48,3,24,53
21,HARGHITA,"ȘCOALA PRIMARĂ PLATONEȘTI",235,SĂRMAŞ,85528,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:18:10",384,373,0,4,7,236,225,0,4,7,234,2,500,264,121,46,40,3,6,18
