precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POGAR LAURENŢIU-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FECHET MIRCEA-PARTIDUL NAȚIONAL LIBERAL-voturi","MARGINĂ GELU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BREAHNĂ-PRAVĂŢ IONELA-CRISTINA-PARTIDUL SOCIAL DEMOCRAT-voturi","DÂRLEA ALEXANDRU-PARTIDUL S.O.S. ROMÂNIA-voturi","GRIGOROAIA CORNEL-VIOREL-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","MELINTE ION-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MOGHIOR MARIUS-CĂTĂLIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"ŞCOALA GENERALĂ TURLUIANU",269,BEREŞTI-TAZLĂU,21338,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:46",1123,1108,1,5,9,485,471,0,5,9,459,26,1200,715,1,173,33,225,16,1,7,3
4,BACĂU,"ŞCOALA GEORGE ENESCU",132,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:27",1594,1585,2,6,1,604,597,0,6,1,554,50,1700,1096,2,242,50,140,60,27,29,4
4,BACĂU,"ŞCOALA GEORGE ENESCU",134,"MUNICIPIUL MOINEŞTI",20876,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:28",1155,1150,1,4,0,497,493,0,4,0,481,16,1300,803,2,205,52,117,62,15,25,3
4,BACĂU,"ŞCOALA GEORGE ENESCU",133,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:58",1280,1273,1,6,0,495,489,0,6,0,457,38,1400,905,2,184,48,114,72,14,20,3
4,BACĂU,"ŞCOALA GHILĂVEŞTI",633,VULTURENI,26118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:39:56",210,205,0,4,1,146,141,0,4,1,142,4,200,54,2,16,54,21,0,1,46,2
4,BACĂU,"ŞCOALA GIMNAZIALĂ ALBELE",256,BÂRSĂNEŞTI,21454,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:17",538,535,3,0,0,219,216,3,0,0,206,13,600,381,0,83,22,85,10,3,3,0
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",101,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:19:51",1732,1723,3,6,0,587,581,0,6,0,568,18,1808,1222,10,167,79,134,33,36,98,11
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",99,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:43",1582,1581,0,1,0,463,462,0,1,0,441,22,1700,1237,7,98,70,142,32,26,59,7
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”ALECU RUSSO”",100,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:43",1534,1527,1,6,0,477,471,0,6,0,458,19,1700,1223,6,99,59,149,30,19,83,13
4,BACĂU,"SCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",45,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:01",1197,1173,16,8,0,564,556,0,8,0,534,30,1286,722,1,189,45,129,22,28,107,13
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",24,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:54",1175,1163,6,6,0,535,529,0,6,0,512,23,1300,765,2,182,35,155,22,32,74,10
4,BACĂU,"ŞCOALA GIMNAZIALĂ BOGDĂNEŞTI",281,BOGDĂNEŞTI,21560,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:04",888,877,0,4,7,450,439,0,4,7,417,33,1000,550,0,76,193,134,5,4,4,1
4,BACĂU,"ŞCOALA GIMNAZIALĂ BOGDĂNEŞTI",282,BOGDĂNEŞTI,21560,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:28",806,800,0,6,0,436,430,0,6,0,404,32,900,464,0,64,211,96,20,1,12,0
4,BACĂU,"ŞCOALA GIMNAZIALĂ BRĂTEŞTI",257,BÂRSĂNEŞTI,21454,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:45",836,833,0,3,0,415,412,0,3,0,378,36,900,485,4,148,30,163,17,3,11,2
4,BACĂU,"ŞCOALA GIMNAZIALĂ BUCIUMI",287,BUCIUMI,26338,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:07",1132,1130,2,0,0,549,549,0,0,0,520,29,1200,651,3,94,41,304,19,1,54,4
4,BACĂU,"ŞCOALA GIMNAZIALĂ BUHUȘI",190,"ORAŞ BUHUŞI",20778,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:56:47",1265,1260,0,5,0,412,407,0,5,0,369,43,1400,988,4,113,59,155,19,1,15,3
4,BACĂU,"ŞCOALA GIMNAZIALĂ BURDUSACI",546,RĂCHITOASA,24837,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:40:44",657,642,0,8,7,337,322,0,8,7,313,24,700,363,4,36,34,219,10,1,9,0
4,BACĂU,"SCOALA GIMNAZIALA CAIUTI",296,CĂIUŢI,21757,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:32:13",1316,1307,0,5,4,674,665,0,5,4,648,26,1400,726,3,94,60,358,24,7,95,7
4,BACĂU,"ŞCOALA GIMNAZIALĂ CARACLĂU",258,BÂRSĂNEŞTI,21454,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:53",872,866,0,6,0,429,423,0,6,0,409,20,1000,571,3,69,127,190,5,2,12,1
4,BACĂU,"ŞCOALA GIMNAZIALĂ COLONEŞTI",309,COLONEŞTI,21891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:06",1148,1144,0,4,0,572,568,0,4,0,536,36,1300,728,0,51,105,350,20,0,8,2
4,BACĂU,"ȘCOALĂ GIMNAZIALĂ COMUNA OITUZ ( GRĂDINIȚA NR.2 OITUZ)",469,OITUZ,23797,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:13",909,904,0,5,0,399,394,0,5,0,377,22,1000,601,3,195,38,122,5,1,8,5
4,BACĂU,"ȘCOALĂ GIMNAZIALĂ COMUNA OITUZ ( GRĂDINIȚA NR.2 OITUZ)",468,OITUZ,23797,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:41:33",548,543,3,1,1,251,249,0,1,1,240,11,600,349,1,131,19,73,0,6,8,2
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN MOSCU’’ IZVORU BERHECIULUI",404,"IZVORU BERHECIULUI",23127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:51",329,308,0,19,2,204,183,0,19,2,191,13,400,196,0,64,10,112,4,0,1,0
4,BACĂU,"ŞCOALA GIMNAZIALĂ CONSTANTIN MUŞAT SATUL NICOREŞTI",504,PÂRGĂREŞTI,24276,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:28",815,811,0,4,0,291,287,0,4,0,276,15,900,609,8,79,37,137,3,3,8,1
4,BACĂU,"ŞCOALA GIMNAZIALA ”CONSTANTIN POPOVICI” BUHOCI(GRADINITA CU PROGRAM NORMAL BUHOCI)",289,BUHOCI,21668,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:01",1465,1437,1,21,6,728,701,0,21,6,708,20,1600,872,7,83,183,279,19,2,130,5
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”COSTANTIN PLATON”",116,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:09",1322,1317,0,5,0,576,571,0,5,0,542,34,1500,924,3,166,45,146,21,27,124,10
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”COSTANTIN PLATON”",118,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:14",1547,1532,11,4,0,669,665,0,4,0,648,21,1700,1031,7,239,58,171,27,35,106,5
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”COSTANTIN PLATON”",117,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 13:36:03",1266,1257,4,5,0,562,556,1,5,0,545,17,1400,837,4,188,42,157,29,29,89,7
4,BACĂU,"SCOALA GIMNAZIALA CU CLASELE I - VIII",312,CORBASCA,21971,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:46",569,558,0,4,7,287,276,0,4,7,261,26,628,341,3,15,25,203,6,1,7,1
4,BACĂU,"ȘCOALA GIMNAZIALĂ DELENI",382,HELEGIU,22898,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:00",1269,1260,0,2,7,638,629,0,2,7,577,61,1400,762,6,153,46,169,19,8,170,6
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",60,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:52",1286,1283,0,3,0,497,494,0,3,0,465,32,1400,903,5,93,65,127,47,23,99,6
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",58,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:40",1244,1240,0,4,0,522,518,0,4,0,490,32,1400,878,4,141,57,126,32,17,105,8
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",59,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:46",1345,1341,0,4,0,544,540,0,4,0,519,25,1519,975,2,124,58,153,28,26,116,12
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",61,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:25",1581,1577,0,4,0,730,726,0,4,0,706,24,1700,970,2,204,72,212,46,26,132,12
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",57,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:39:53",1533,1527,3,3,0,637,634,0,3,0,584,53,1700,1063,7,117,79,160,82,31,88,20
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”DR.ALEXANDRU ŞAFRAN”",62,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:24",1848,1844,0,4,0,406,402,0,4,0,388,14,1900,1494,1,81,44,120,30,26,78,8
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”DR.ALEXANDRU ŞAFRAN”",63,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:47",1598,1593,1,4,0,543,539,0,4,0,521,22,1700,1157,6,144,61,156,38,13,93,10
4,BACĂU,"ŞCOALA GIMNAZIALĂ DUMITRU MĂRTINAŞ SATUL PÎRGĂREŞTI",502,PÂRGĂREŞTI,24276,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:46",783,780,0,3,0,297,294,0,3,0,286,11,904,607,10,122,75,67,6,0,6,0
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”EMIL RACOVIȚĂ” (FOSTA NR.10)",154,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:07",1440,1424,1,12,3,597,582,0,12,3,577,20,1600,1003,6,151,71,246,24,12,48,19
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”EMIL RACOVIȚĂ” (FOSTA NR.10)",151,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:26",1073,1062,4,7,0,386,379,0,7,0,378,8,1200,814,3,74,38,194,18,10,32,9
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”EMIL RACOVIȚĂ” (FOSTA NR.10)",153,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:57",963,958,0,5,0,313,308,0,5,0,297,16,1100,787,4,61,31,153,18,7,18,5
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”EMIL RACOVIȚĂ” (FOSTA NR.10)",152,"MUNICIPIUL ONEŞTI",20563,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:04:39",1207,1201,0,4,2,457,451,0,4,2,451,6,1300,843,2,93,36,248,27,7,24,14
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”EMIL RACOVIȚĂ” (FOSTA NR.10)",155,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:24:37",1478,1473,0,4,1,553,548,0,4,1,535,18,1600,1047,2,124,47,296,14,7,35,10
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE APOSTU” STĂNIȘEȘTI",583,STĂNIŞEŞTI,25521,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:30",687,673,0,4,10,349,335,0,4,10,329,20,800,451,3,51,26,226,6,0,17,0
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",53,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:05",1240,1230,3,6,1,412,405,0,6,1,391,21,1400,988,2,104,47,118,29,17,66,8
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",52,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:47",1167,1161,1,5,0,472,467,0,5,0,452,20,1300,828,2,113,37,141,30,21,94,14
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",55,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:02:48",1143,1134,5,4,0,405,401,0,4,0,391,14,1300,895,2,78,50,125,21,18,87,10
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",56,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:00",1153,1149,0,4,0,436,432,0,4,0,425,11,1295,859,3,100,43,113,26,27,96,17
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",54,"MUNICIPIUL BACĂU",20297,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:11:43",985,977,3,5,0,379,374,0,5,0,357,16,1100,727,5,84,28,121,26,21,61,11
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU” (FOSTĂ NR.8)",173,"MUNICIPIUL ONEŞTI",20563,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:17:32",1278,1269,2,6,1,512,505,0,6,1,497,15,1400,888,3,159,41,229,13,14,26,12
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU” (FOSTĂ NR.8)",172,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:59",1444,1434,2,8,0,547,539,0,8,0,528,19,1600,1053,4,132,45,259,21,24,33,10
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGETA MIRCEA CANCICOV”",7,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:59:25",1208,1196,6,6,0,438,432,0,6,0,414,24,1300,861,5,94,76,100,19,13,96,11
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGETA MIRCEA CANCICOV”",5,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:37",1416,1407,0,9,0,556,547,0,9,0,525,31,1484,921,2,143,57,137,23,16,136,11
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGETA MIRCEA CANCICOV”",8,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:42:44",1158,1153,0,5,0,460,455,0,5,0,440,20,1300,840,1,122,47,116,18,28,101,7
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGETA MIRCEA CANCICOV”",4,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:31",1593,1574,13,6,0,610,604,0,6,0,585,25,1700,1090,6,173,54,140,39,17,142,14
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGETA MIRCEA CANCICOV”",3,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:49",1633,1621,5,7,0,597,585,5,7,0,577,17,1700,1106,6,184,59,129,40,35,113,11
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGETA MIRCEA CANCICOV”",6,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:58:41",1423,1414,0,9,0,607,598,0,9,0,590,17,1600,993,6,198,50,163,30,25,106,12
4,BACĂU,"SCOALA GIMNAZIALA GHEORGHE AVRAMESCU PRAJESTI",532,PRĂJEŞTI,26361,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:42",1003,967,0,21,15,496,460,0,21,15,482,14,1100,604,3,262,19,158,10,14,15,1
4,BACĂU,"SCOALA GIMNAZIALA GHEORGHE AVRAMESCU PRĂJEŞTI",533,PRĂJEŞTI,26361,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:15",955,908,2,22,23,440,394,1,22,23,415,25,1000,560,0,204,13,160,15,12,11,0
4,BACĂU,"ŞCOALA GIMNAZIALĂ HELEGIU",379,HELEGIU,22898,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:55",936,931,0,3,2,454,449,0,3,2,434,20,1000,546,5,188,49,115,17,3,52,5
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”ION CREANGĂ”",35,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:01:39",1366,1359,0,7,0,534,527,0,7,0,507,27,1500,966,9,164,47,114,28,19,116,10
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”ION CREANGĂ”",34,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:44",1297,1288,6,3,0,490,486,1,3,0,468,22,1400,910,4,101,63,142,35,25,93,5
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”ION CREANGĂ”",36,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:23",1240,1236,0,4,0,596,592,0,4,0,583,13,1400,804,8,175,51,152,33,26,126,12
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ION LUCA”",96,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:16:14",1069,1063,0,6,0,396,390,0,6,0,371,25,1200,804,3,84,37,120,35,16,68,8
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ION LUCA”",94,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:38:00",1283,1275,0,7,1,487,479,0,7,1,464,23,1400,913,5,93,50,150,26,29,96,15
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ION LUCA”",93,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:41",956,948,3,5,0,375,370,0,5,0,356,19,1100,725,2,126,36,93,22,10,63,4
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ION LUCA”",95,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:35",1218,1215,0,3,0,437,434,0,3,0,414,23,1300,863,0,97,45,121,23,15,103,10
4,BACĂU,"ŞCOALA GIMNAZIALA ION SIMIONESCU LILIECI",388,HEMEIUŞ,20313,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:39:11",1508,1505,1,2,0,751,749,0,2,0,735,16,1700,949,7,328,84,156,46,30,78,6
4,BACĂU,"ŞCOALA GIMNAZIALA LUDAŞI",252,BALCANI,21196,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:05",750,745,0,1,4,292,287,0,1,4,277,15,800,508,0,77,55,108,21,9,6,1
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAI DRĂGAN”",14,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:42:55",1361,1351,3,7,0,569,562,0,7,0,552,16,1500,932,7,149,57,148,23,16,143,9
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAI DRĂGAN”",12,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:52:46",1590,1584,0,6,0,91,85,0,6,0,91,0,1700,1609,0,25,8,30,5,5,15,3
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAI DRĂGAN”",9,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:40",1318,1310,0,8,0,516,508,0,8,0,497,11,1400,892,1,145,51,122,20,21,126,11
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAI DRĂGAN”",10,"MUNICIPIUL BACĂU",20297,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:20:34",1158,1149,1,8,0,487,479,0,8,0,457,22,1300,821,5,119,53,109,27,22,114,8
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAI DRĂGAN”",11,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:28",1173,1164,1,8,0,531,523,0,8,0,516,15,1300,769,2,169,47,143,32,18,96,9
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAI DRĂGAN”",13,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:59:52",1355,1346,1,8,0,518,510,0,8,0,498,20,1500,982,3,130,58,133,30,23,107,14
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",183,"ORAŞ BUHUŞI",20778,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:08",1498,1490,1,6,1,538,531,0,6,1,518,20,1600,1062,1,141,71,222,17,14,47,5
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",20,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:46:07",1989,1973,9,7,0,820,813,0,7,0,809,11,2100,1275,11,225,91,176,43,49,189,25
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",17,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:58",1313,1302,0,11,0,480,469,0,11,0,467,13,1388,908,3,126,48,123,23,17,119,8
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",18,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:07",1327,1321,0,6,0,488,482,0,6,0,464,24,1504,1016,3,102,60,121,24,25,125,4
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",19,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:50:38",1536,1525,7,4,0,604,600,0,4,0,592,12,1700,1096,6,173,70,136,40,27,124,16
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”MIRON COSTIN”",108,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:50",1317,1311,1,5,0,531,526,0,5,0,499,27,1506,980,8,129,48,145,34,26,96,13
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”MIRON COSTIN”",107,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:09",1189,1184,0,5,0,390,385,0,5,0,379,11,1300,910,6,82,50,111,37,17,69,7
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”MIRON COSTIN”",109,"MUNICIPIUL BACĂU",20297,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:13:18",1274,1272,0,2,0,524,522,0,2,0,505,19,1437,913,4,117,54,181,20,27,91,11
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",84,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:19:53",1221,1217,0,4,0,481,477,0,4,0,458,23,1400,919,6,109,54,140,20,27,92,10
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",86,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:27",1301,1295,2,4,0,524,520,0,4,0,496,28,1400,876,5,108,75,149,24,14,110,11
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",85,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:55",1077,1072,0,5,0,384,379,0,5,0,368,16,1200,816,2,85,47,98,15,19,95,7
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",87,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:07",1348,1344,0,3,1,504,500,0,3,1,476,28,1500,996,3,107,63,135,33,28,94,13
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”NICU ENEA”",123,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:41",1358,1346,4,8,0,534,525,1,8,0,509,25,1500,966,4,137,52,137,33,30,103,13
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”NICU ENEA”",125,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:06",1561,1550,1,10,0,686,675,1,10,0,659,27,1700,1014,3,203,88,150,38,21,145,11
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”NICU ENEA”",124,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:02",1317,1306,2,9,0,563,554,0,9,0,528,35,1416,853,3,161,57,151,32,34,78,12
