precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POGAR LAURENŢIU-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FECHET MIRCEA-PARTIDUL NAȚIONAL LIBERAL-voturi","MARGINĂ GELU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BREAHNĂ-PRAVĂŢ IONELA-CRISTINA-PARTIDUL SOCIAL DEMOCRAT-voturi","DÂRLEA ALEXANDRU-PARTIDUL S.O.S. ROMÂNIA-voturi","GRIGOROAIA CORNEL-VIOREL-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","MELINTE ION-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MOGHIOR MARIUS-CĂTĂLIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"ŞCOALA GIMNAZIALĂ N.PÂSLARU CAŞIN",294,CAŞIN,21720,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:38",1392,1377,4,6,5,691,678,2,6,5,660,31,1500,809,1,232,54,331,11,6,16,9
4,BACĂU,"ŞCOALA GIMNAZIALĂ N.PÂSLARU CAŞIN",293,CAŞIN,21720,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:06",1427,1417,1,4,5,788,779,0,4,5,756,32,1600,812,3,229,98,386,13,5,14,8
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR.10",72,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:41",1256,1249,0,7,0,531,524,0,7,0,510,21,1412,881,5,136,42,150,33,27,105,12
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.10",74,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:49",749,747,2,0,0,327,327,0,0,0,323,4,800,473,3,97,34,83,24,17,61,4
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.10",73,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:29",1147,1139,2,6,0,502,496,0,6,0,488,14,1300,798,4,141,42,162,42,18,66,13
4,BACĂU,"ŞCOALA GIMNAZIALA NR.1 FARAOANI",339,FARAOANI,22460,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:45",1295,1288,1,1,5,521,515,0,1,5,489,32,1400,879,26,116,29,205,10,10,81,12
4,BACĂU,"ŞCOALA GIMNAZIALA NR.1 FARAOANI",338,FARAOANI,22460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:46",1176,1163,3,3,7,450,440,0,3,7,421,29,1300,850,13,132,23,155,10,11,66,11
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR.1 LIVEZI",417,LIVEZI,23289,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:40",762,757,2,2,1,359,356,0,2,1,333,26,800,441,2,87,20,98,91,2,27,6
4,BACĂU,"SCOALA GIMNAZIALA NR. 1 OITUZ",470,OITUZ,23797,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:14:24",1276,1273,1,0,2,599,597,0,0,2,574,25,1400,801,8,289,50,188,14,1,16,8
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 OITUZ",471,OITUZ,23797,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:40:07",1434,1430,0,1,3,625,621,0,1,3,597,28,1600,975,6,305,60,200,10,4,5,7
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR.1 SATUL ROŞIORI",549,ROŞIORI,24999,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:01",1049,1028,0,10,11,595,574,0,10,11,544,51,1100,505,11,84,133,204,14,1,11,86
4,BACĂU,"ŞCOALA GIMNAZIALA NR. 1 SATUL SCURTA",482,ORBENI,23948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:14",581,566,0,9,6,269,254,0,9,6,256,13,600,331,1,39,20,178,7,1,7,3
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR. 1 TAMAȘI",601,TAMAŞI,25692,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:29",585,567,0,13,5,307,289,0,13,5,299,8,600,293,8,62,17,201,10,1,0,0
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR.1 VALEA SEACĂ",628,"VALEA SEACĂ",26083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:40",939,915,0,8,16,385,361,0,8,16,362,23,1000,615,3,26,23,299,6,1,2,2
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 VALEA-SEACĂ",462,"NICOLAE BĂLCESCU",23715,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:24",772,762,0,6,4,309,299,0,6,4,292,17,800,491,17,143,25,57,7,3,35,5
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 VALEA-SEACĂ",464,"NICOLAE BĂLCESCU",23715,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:45",657,646,0,6,5,260,249,0,6,5,244,16,700,440,22,100,21,62,6,1,25,7
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 VALEA-SEACĂ",463,"NICOLAE BĂLCESCU",23715,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:11",1032,1021,0,9,2,451,440,0,9,2,406,45,1100,649,47,159,32,106,9,5,40,8
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR. 2 BUHUȘI",185,"ORAŞ BUHUŞI",20778,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:02",1719,1713,0,6,0,455,449,0,6,0,439,16,1900,1445,3,110,41,205,19,8,47,6
4,BACĂU,"ŞCOALA GIMNAZIALA NR.2 FARAOANI",340,FARAOANI,22460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:10",1122,1099,1,14,8,487,464,1,14,8,459,28,1200,713,12,84,24,264,9,15,32,19
4,BACĂU,"ŞCOALA GIMNAZIALA NR.2 FARAOANI",341,FARAOANI,22460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:12",812,803,0,7,2,348,339,0,7,2,319,29,900,552,8,68,14,157,8,12,24,28
4,BACĂU,"SCOALA GIMNAZIALA NR. 3",221,"ORAŞ SLĂNIC-MOLDOVA",20910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:18",1113,1084,0,6,23,652,623,0,6,23,636,16,1200,548,0,165,168,262,18,5,15,3
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR. 9",1,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:03:48",1621,1606,9,6,0,633,627,0,6,0,611,22,1700,1067,3,183,70,156,33,22,130,14
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR. 9",2,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:05",1208,1204,1,3,0,495,492,0,3,0,475,20,1300,805,3,133,68,114,39,15,91,12
4,BACĂU,"SCOALA GIMNAZIALĂ ”OCTAVIAN VOICU”",79,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:29",1181,1174,1,5,1,433,427,0,5,1,423,10,1300,867,3,88,59,118,22,13,110,10
4,BACĂU,"SCOALA GIMNAZIALĂ ”OCTAVIAN VOICU”",77,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:43:04",1087,1079,4,4,0,398,394,0,4,0,389,9,1208,809,4,75,46,138,21,15,80,10
4,BACĂU,"SCOALA GIMNAZIALĂ ”OCTAVIAN VOICU”",78,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:36",965,959,0,6,0,372,366,0,6,0,359,13,1100,728,2,92,39,122,18,22,60,4
4,BACĂU,"SCOALA GIMNAZIALĂ ”OCTAVIAN VOICU”",80,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:11",1106,1098,1,7,0,417,410,0,7,0,406,11,1200,783,7,82,50,122,23,8,101,13
4,BACĂU,"ŞCOALA GIMNAZIALA PARAVA (GRADINITA CU PROGRAM NORMAL PARAVA)",488,PARAVA,24034,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:16",227,216,0,7,4,162,151,0,7,4,161,1,324,162,2,25,49,60,13,0,5,7
4,BACĂU,"ŞCOALA GIMNAZIALĂ POIANA",420,LIVEZI,23289,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:03",747,741,0,6,0,321,315,0,6,0,287,34,805,484,3,110,36,47,28,0,50,13
4,BACĂU,"ŞCOALA GIMNAZIALĂ RĂCĂUŢI",288,BUCIUMI,26338,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:53",1308,1303,0,0,5,789,784,0,0,5,733,56,1400,611,16,130,33,511,12,6,19,6
4,BACĂU,"ŞCOALA GIMNAZIALA SATUL CORNII DE SUS",605,TĂTĂRĂŞTI,25745,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:34",713,697,0,13,3,376,371,0,2,3,350,26,800,424,2,72,18,244,3,3,7,1
4,BACĂU,"ŞCOALA GIMNAZIALĂ SATUL DRĂGUŞANI",489,PARAVA,24034,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:35",700,670,0,8,22,353,323,0,8,22,332,21,700,347,1,97,43,155,9,2,25,0
4,BACĂU,"ŞCOALA GIMNAZIALĂ SATUL RĂDOAIA",490,PARAVA,24034,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:17",987,971,0,5,11,234,218,0,5,11,197,37,1100,866,0,47,28,82,3,0,7,30
4,BACĂU,"ŞCOALA GIMNAZIALĂ SATUL SECUIENI",576,SECUIENI,25362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:17:44",1129,1061,0,60,8,688,620,0,60,8,660,28,1200,512,4,315,97,193,18,8,18,7
4,BACĂU,"ŞCOALA GIMNAZIALA SCHITU-FRUMOASA",254,BALCANI,21196,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:53",892,885,0,6,1,399,392,0,6,1,376,23,1000,601,1,104,63,185,14,2,5,2
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL VOIEVOD ȘTEFAN CEL MARE” (FOSTA NR.9)",148,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:34",1180,1176,0,4,0,422,418,0,4,0,399,23,1300,878,4,101,36,185,23,11,31,8
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL VOIEVOD ȘTEFAN CEL MARE”(FOSTA NR.9)",150,"MUNICIPIUL ONEŞTI",20563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:49:43",1335,1323,3,5,4,515,506,0,5,4,486,29,1500,985,4,125,50,221,14,12,39,21
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL VOIEVOD ȘTEFAN CEL MARE”(FOSTA NR.9)",149,"MUNICIPIUL ONEŞTI",20563,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:40:01",1317,1305,2,7,3,513,503,0,7,3,492,20,1400,888,3,140,40,239,17,7,34,12
4,BACĂU,"ŞCOALA GIMNAZIALĂ SPRIA",311,COLONEŞTI,21891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:24:33",272,268,0,4,0,139,135,0,4,0,127,12,300,161,0,32,16,75,1,0,2,1
4,BACĂU,"ŞCOALA GIMNAZIALĂ ŞTEFAN CEL MARE",187,"ORAŞ BUHUŞI",20778,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:51:15",1539,1534,0,5,0,422,417,0,5,0,380,42,1700,1278,0,128,57,128,19,8,32,8
4,BACĂU,"ȘCOALA GIMNAZIALĂ TĂRÂȚA",515,PÂRJOL,24338,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:27:09",830,822,0,5,3,357,349,0,5,3,337,20,900,543,1,222,25,41,15,3,26,4
4,BACĂU,"ŞCOALA GIMNAZIALĂ TRAIAN (ȘCOALA CU CLASELE I-IV, CORP B TRAIAN)",614,TRAIAN,25861,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:08",1559,1542,2,8,7,689,673,1,8,7,657,32,1700,1011,6,419,48,128,13,9,33,1
4,BACĂU,"SCOALA GIMNAZIALA ”VASILE BORCEA”",259,BEREŞTI-BISTRIŢA,21249,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:11",941,928,1,0,12,511,499,0,0,12,485,26,996,485,6,174,52,230,5,3,14,1
4,BACĂU,"ŞCOALA GIMNAZIALĂ VASILE GH.RADUSATUL SATU NOU",506,PÂRGĂREŞTI,24276,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:34",1339,1330,1,6,2,501,493,0,6,2,464,37,1500,999,10,137,123,179,6,3,4,2
4,BACĂU,"ŞCOALA GIMNAZIALA VLADNIC",496,PARINCEA,24089,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:47",673,657,0,11,5,337,321,0,11,5,306,31,700,363,115,12,13,150,2,3,11,0
4,BACĂU,"ŞCOALA HELTIU",299,CĂIUŢI,21757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:03:36",291,283,2,6,0,162,154,2,6,0,154,8,299,137,0,54,38,42,7,3,10,0
4,BACĂU,"ŞCOALA HUŢU",354,GĂICEANA,22665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:54",452,445,0,4,3,302,295,0,4,3,287,15,500,198,18,104,9,136,5,0,15,0
4,BACĂU,"ŞCOALA ION CREANGĂ ZEMEŞ",640,ZEMEŞ,26289,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:25:51",877,869,1,6,1,490,483,0,6,1,466,24,1000,510,4,214,48,134,55,1,7,3
4,BACĂU,"ŞCOALA ION IONESCU DE LA BRAD SATUL POIANA-NEGRI",456,NEGRI,23644,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:29",1177,1158,1,10,8,587,568,1,10,8,557,30,1300,713,4,248,31,223,9,3,35,4
4,BACĂU,"ŞCOALA LĂLOAIA",201,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:54",1153,1153,0,0,0,547,547,0,0,0,535,12,1300,753,2,200,55,214,40,4,15,5
4,BACĂU,"SCOALA LAPOȘ",218,"ORAŞ DĂRMĂNEŞTI",22166,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:21:06",787,775,1,4,7,407,396,0,4,7,378,29,900,493,2,301,24,27,14,2,7,1
4,BACĂU,"ŞCOALA LEONTINEŞTI",239,ARDEOANI,21098,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:23:45",671,650,0,12,9,473,452,0,12,9,440,33,700,227,1,34,186,194,16,4,5,0
4,BACĂU,"SCOALA LIVIU REBREANU",196,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:27:24",1538,1531,1,6,0,610,604,0,6,0,594,16,1700,1090,2,284,57,179,28,10,30,4
4,BACĂU,"ŞCOALA LIVIU REBREANU",197,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:04",1007,998,1,8,0,428,420,0,8,0,389,39,1100,672,1,181,44,115,19,11,17,1
4,BACĂU,"ŞCOALA LIVIU REBREANU",198,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:37",586,582,0,4,0,229,225,0,4,0,222,7,600,371,2,100,30,62,12,8,6,2
4,BACĂU,"ŞCOALA LUPEŞTI",437,"MĂNĂSTIREA CAŞIN",23449,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:30:44",625,618,0,6,1,326,319,0,6,1,297,22,700,374,3,119,16,136,9,4,6,4
4,BACĂU,"ŞCOALA MEDELENI",635,VULTURENI,26118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:40",141,124,0,12,5,103,86,0,12,5,100,3,200,97,1,26,10,41,1,0,21,0
4,BACĂU,"ŞCOALA MIHAI EMINESCU ZEMEŞ",637,ZEMEŞ,26289,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:32",1102,1097,0,4,1,528,523,0,4,1,496,32,1200,672,0,239,50,127,67,3,6,4
4,BACĂU,"ŞCOALA MILEŞTII DE JOS",492,PARINCEA,24089,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:24:52",117,113,0,3,1,117,113,0,3,1,108,9,300,183,1,22,6,74,4,1,0,0
4,BACĂU,"SCOALA MUNCELU",371,GLĂVĂNEŞTI,22834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:41",201,192,0,9,0,133,124,0,9,0,132,1,200,67,0,68,7,55,0,0,2,0
4,BACĂU,"ŞCOALA NĂNEŞTI",493,PARINCEA,24089,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:36",569,556,0,11,2,321,308,0,11,2,303,18,600,279,16,34,15,217,12,1,7,1
4,BACĂU,"SCOALA NICOLAE BALCESCU",458,"NICOLAE BĂLCESCU",23715,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:48",1596,1580,5,4,7,689,678,0,4,7,668,21,1800,1111,33,148,86,148,23,8,181,41
4,BACĂU,"SCOALA NICOLAE BALCESCU",457,"NICOLAE BĂLCESCU",23715,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:46",1252,1249,0,2,1,540,537,0,2,1,511,29,1400,860,37,108,68,119,9,10,140,20
4,BACĂU,"SCOALA NICOLAE BALCESCU",459,"NICOLAE BĂLCESCU",23715,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:15",1677,1666,2,0,9,658,649,0,0,9,635,23,1800,1142,47,125,68,151,20,17,172,35
4,BACĂU,"ŞCOALA NR.1 ARDEOANI",238,ARDEOANI,21098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:05:42",1270,1232,0,14,24,790,752,0,14,24,749,41,1400,610,4,55,360,299,16,6,6,3
4,BACĂU,"SCOALA NR.1 CLEJA",305,CLEJA,21855,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:33",1461,1453,2,3,3,592,584,2,3,3,559,33,1600,1008,39,147,125,60,12,128,43,5
4,BACĂU,"ŞCOALA NR.1 CLEJA",304,CLEJA,21855,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:44",855,848,3,3,1,324,319,1,3,1,284,40,900,576,18,67,57,25,11,84,22,0
4,BACĂU,"ŞCOALA NR.1 IOAN BORCEA RACOVA",534,RACOVA,24711,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:50",1315,1304,0,9,2,644,633,0,9,2,614,30,1400,756,0,337,147,75,19,5,25,6
4,BACĂU,"ŞCOALA NR.1 PÎNCEŞTI",497,PÂNCEŞTI,24187,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:22",1118,1092,0,7,19,523,497,0,7,19,472,51,1200,677,6,139,28,248,15,3,31,2
4,BACĂU,"SCOALA NR. 1 SĂRATA",564,SĂRATA,26320,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:50",652,647,1,4,0,293,288,1,4,0,274,19,700,407,1,83,28,126,11,5,18,2
4,BACĂU,"SCOALA NR. 1 SLĂNIC",220,"ORAŞ SLĂNIC-MOLDOVA",20910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:22",1547,1519,0,11,17,750,722,0,11,17,738,12,1699,949,7,179,199,258,19,11,62,3
4,BACĂU,"ŞCOALA NR.2",208,"ORAŞ DĂRMĂNEŞTI",22166,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:19:37",1324,1317,1,2,4,627,621,0,2,4,575,52,1500,873,0,366,57,110,22,4,14,2
4,BACĂU,"ŞCOALA NR.2",209,"ORAŞ DĂRMĂNEŞTI",22166,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:05",909,900,0,9,0,456,447,0,9,0,434,22,1000,544,1,299,21,85,13,1,12,2
4,BACĂU,"SCOALA NR. 2 CIRESOAIA",222,"ORAŞ SLĂNIC-MOLDOVA",20910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:07",1473,1449,0,6,18,828,804,0,6,18,803,25,1600,772,2,253,211,271,20,4,32,10
4,BACĂU,"ŞCOALA NR.2 CLEJA",306,CLEJA,21855,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:03",1495,1490,1,2,2,624,620,0,2,2,595,29,1600,976,56,183,82,57,19,123,66,9
4,BACĂU,"ŞCOALA NR.2 MĂGURA-SALA 1",432,MĂGURA,20411,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:35:03",1219,1181,10,21,7,680,651,1,21,7,647,18,1300,620,5,289,55,191,22,18,60,7
4,BACĂU,"ŞCOALA NR.2 RACOVA-ŞES",535,RACOVA,24711,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:16:35",645,639,0,4,2,358,352,0,4,2,340,18,700,342,2,196,81,36,10,3,12,0
4,BACĂU,"SCOALA NR. 2 SĂRATA",565,SĂRATA,26320,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:33:49",901,891,0,2,8,471,461,0,2,8,461,10,1000,529,2,142,26,231,13,10,36,1
4,BACĂU,"SCOALA NR.2 SAT MAGURA - SALA 2",433,MĂGURA,20411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:32",847,839,1,6,1,396,389,0,6,1,374,22,900,504,2,149,32,117,13,12,44,5
4,BACĂU,"ŞCOALA NR.3 DĂRMĂNEȘTI",212,"ORAŞ DĂRMĂNEŞTI",22166,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:22",639,633,0,6,0,277,271,0,6,0,253,24,700,423,1,165,18,53,9,1,5,1
4,BACĂU,"ŞCOALA NR.3 DĂRMĂNEȘTI",213,"ORAŞ DĂRMĂNEŞTI",22166,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:29:15",1120,1112,0,8,0,505,497,0,8,0,403,102,1200,695,14,235,31,99,11,1,10,2
4,BACĂU,"ŞCOALA NR.3 LEORDA",204,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:20",1294,1292,1,1,0,627,626,0,1,0,612,15,1400,773,6,260,75,206,46,7,6,6
4,BACĂU,"SCOALA NR. 3 SĂRATA",566,SĂRATA,26320,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:54",376,364,0,7,5,196,184,0,7,5,185,11,400,204,0,46,10,116,6,3,4,0
4,BACĂU,"ŞCOALA NR.5 BIS SUBLĂLOAIA",202,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:07",1453,1439,3,10,1,654,643,0,10,1,614,40,1600,946,3,229,107,183,63,5,21,3
4,BACĂU,"ŞCOALA PĂLTINATA",377,"GURA VĂII",20607,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:11",339,327,1,6,5,194,183,0,6,5,191,3,400,206,1,13,13,163,1,0,0,0
4,BACĂU,"ŞCOALA POPENI",301,CĂIUŢI,21757,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:40:34",692,677,0,8,7,371,356,0,8,7,361,10,700,329,1,77,22,242,6,2,10,1
4,BACĂU,"ŞCOALA PRALEA",302,CĂIUŢI,21757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:35",751,740,0,7,4,449,438,0,7,4,438,11,800,351,0,90,16,317,6,1,8,0
4,BACĂU,"ŞCOALA PRIMARĂ BĂLĂNEASA",418,LIVEZI,23289,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:00",927,918,1,7,1,451,443,0,7,1,419,32,1000,549,29,89,178,57,52,10,3,1
4,BACĂU,"ŞCOALA PRIMARĂ BARCANA",544,RĂCHITOASA,24837,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:41",507,503,0,4,0,208,204,0,4,0,180,28,600,392,2,16,51,91,10,0,1,9
4,BACĂU,"ŞCOALA PRIMARĂ CAMENCA",286,BRUSTUROASA,21597,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:01:01",780,763,0,4,13,462,445,0,4,13,436,22,800,338,0,197,113,96,19,7,4,0
4,BACĂU,"ŞCOALA PRIMARĂ CUCHINIŞ",285,BRUSTUROASA,21597,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 09:22:24",635,629,0,0,6,301,295,0,0,6,291,10,700,399,1,91,102,90,3,2,2,0
4,BACĂU,"ŞCOALA PRIMARĂ CUCOVA",631,"VALEA SEACĂ",26083,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:49",530,517,0,4,9,253,240,0,4,9,229,24,600,347,2,32,18,168,3,1,5,0
4,BACĂU,"ȘCOALA PRIMARĂ DUMBRAVA",547,RĂCHITOASA,24837,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:46",528,522,0,4,2,243,237,0,4,2,217,26,600,357,2,10,19,164,9,0,5,8
4,BACĂU,"SCOALA PRIMARA MARCESTI",300,CĂIUŢI,21757,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:47:36",131,124,0,7,0,83,76,0,7,0,79,4,298,215,1,31,5,39,0,0,3,0
4,BACĂU,"ŞCOALA PRIMARĂ NR.1",75,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:20",1770,1760,2,8,0,382,374,0,8,0,360,22,1900,1518,5,69,59,76,44,32,66,9
4,BACĂU,"ŞCOALA PRIMARĂ NR.1",76,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:42",1564,1556,2,6,0,354,348,0,6,0,327,27,1700,1346,7,61,57,82,30,19,64,7
4,BACĂU,"ŞCOALA PRIMARĂ NR.2 SATUL ORBENI",481,ORBENI,23948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:14",655,640,0,6,9,335,320,0,6,9,311,24,700,365,1,26,40,223,9,0,11,1
4,BACĂU,"ŞCOALA PRIMARĂ NR.2 VALEA SEACĂ",629,"VALEA SEACĂ",26083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:23",732,702,0,9,21,358,328,0,9,21,338,20,800,442,0,47,24,259,2,2,4,0
