precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PERJU NECULAI-PARTIDUL NAȚIONAL LIBERAL-voturi","PINTILIE VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","BLANĂ CĂTĂLINA-ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","APOSTOL SEVERIN-voturi"
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”ION LOVINESCU” RĂDĂȘENI",443,RĂDĂŞENI,150070,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:01",1207,1189,0,11,7,636,618,0,11,7,621,15,1300,664,426,160,26,9
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”ION LOVINESCU” RĂDĂȘENI",442,RĂDĂŞENI,150070,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:07",1007,996,0,3,8,539,528,0,3,8,524,15,1110,571,335,166,19,4
35,SUCEAVA,"ȘCOALA MIHAI NICULĂIASA, SAT LĂMĂȘENI",444,RĂDĂŞENI,150070,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:29",998,993,0,3,2,558,553,0,3,2,548,10,1100,542,166,180,195,7
35,SUCEAVA,"ȘCOALA POCOLENI",445,RĂDĂŞENI,150070,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:24:14",149,144,0,3,2,74,69,0,3,2,74,0,173,99,53,11,9,1
