precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VERDEŞ CARMINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TĂNASĂ ION-PARTIDUL NAȚIONAL LIBERAL-voturi","PÂRLOG VALERIU-PARTIDUL SOCIAL DEMOCRAT-voturi","MANOLACHE PETRU-UNIUNEA SALVAȚI ROMÂNIA-voturi","ALEXANDRU DAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"SCOALA GIMNAZIALA POPRICANI",594,POPRICANI,98505,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:01",1344,1316,0,15,13,762,734,0,15,13,722,40,1400,638,36,467,193,10,16
24,IAŞI,"SCOALA GIMNAZIALA POPRICANI",595,POPRICANI,98505,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:25",1252,1232,2,5,13,668,650,0,5,13,595,73,1300,632,28,361,181,11,14
24,IAŞI,"SCOALA GIMNAZIALA POPRICANI",599,POPRICANI,98505,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:50:35",411,400,0,4,7,252,241,0,4,7,242,10,500,248,11,109,113,9,0
24,IAŞI,"SCOALA GIMNAZIALA VINATORI",602,POPRICANI,98505,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:41",862,856,0,5,1,394,388,0,5,1,373,20,900,507,41,246,60,13,13
24,IAŞI,"SCOALA GIMNAZIALA VINATORI",601,POPRICANI,98505,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:37",1351,1343,0,7,1,673,665,0,7,1,656,17,1455,780,70,340,197,24,25
24,IAŞI,"SCOALA PRIMARA CIRLIG",596,POPRICANI,98505,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:29",776,764,0,10,2,377,365,0,10,2,366,11,800,423,32,264,58,6,6
24,IAŞI,"SCOALA PRIMARA COTU MORII",597,POPRICANI,98505,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:37:45",223,216,0,7,0,124,117,0,7,0,123,1,300,176,4,82,34,2,1
24,IAŞI,"SCOALA PRIMARA CUZA- VODA",598,POPRICANI,98505,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:02",540,535,0,3,2,268,263,0,3,2,260,8,600,332,11,184,41,18,6
24,IAŞI,"SCOALA PRIMARA TIPILESTI",600,POPRICANI,98505,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:12",299,285,0,6,8,182,168,0,6,8,171,6,400,223,13,52,103,1,2
