precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CORBU IONELA-ANCA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VĂDUVA CONSTANTIN-ALIN-PARTIDUL SOCIAL DEMOCRAT-voturi","FULGEANU MARIUS-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CĂLINESCU ARETIA-voturi"
3,ARGEŞ,"ŞCOALA CONŢEŞTI NR.1",327,DAVIDEŞTI,16285,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:27",676,659,0,13,4,457,440,0,13,4,445,9,723,267,5,308,33,99
3,ARGEŞ,"ŞCOALA DAVIDEŞTI",326,DAVIDEŞTI,16285,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:12:18",507,503,0,3,1,364,360,0,3,1,353,5,552,194,9,221,32,91
3,ARGEŞ,"ŞCOALA OLTEANCA",328,DAVIDEŞTI,16285,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:55:35",441,435,0,4,2,441,435,0,4,2,415,20,856,421,11,363,20,21
3,ARGEŞ,"ŞCOALA VOROVENI",329,DAVIDEŞTI,16285,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:39:38",507,495,0,9,3,386,374,0,9,3,362,24,523,137,5,216,19,122
