precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPRESCU ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NANU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","ZLATE DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","CERNEA ION-PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"CĂMINUL CULTURAL IEPUREŞTI",158,IEPUREŞTI,103693,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:26:54",1061,764,1,296,0,918,622,0,296,0,891,27,948,30,13,457,416,5
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 2 GORNENI",159,IEPUREŞTI,103693,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:01",458,388,0,65,5,458,388,0,65,5,444,0,458,14,3,221,202,18
19,GIURGIU,"ŞCOALA STÂLPU",160,IEPUREŞTI,103693,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:44",247,210,0,31,6,218,181,0,31,6,209,9,220,2,1,129,77,2
