precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOMBI ATTILA-JÁNOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SAS FLORIN-TRANDAFIR-PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,"AFTER SCHOOL ȘĂRMĂȘAG",287,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:30:13",836,816,1,6,13,497,477,1,6,13,472,25,900,403,411,61
33,SĂLAJ,"CĂMINUL CULTURAL MOIAD",292,ŞĂRMĂŞAG,142881,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:58:53",172,169,0,3,0,98,95,0,3,0,98,0,200,102,33,65
33,SĂLAJ,"CENTRUL CULTURAL COMUNITAR ȘĂRMĂȘAG",286,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:53:49",941,904,3,2,32,647,612,1,2,32,629,18,1040,393,549,80
33,SĂLAJ,"GRĂDINIȚA DE COPII NR.3 ȘĂRMĂȘAG",288,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:28:30",911,890,0,3,18,547,526,0,3,18,534,13,951,404,472,62
33,SĂLAJ,"ȘCOALA GENERALĂ ”ADY ENDRE” LOMPIRT",291,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:04:07",728,687,1,8,32,433,393,0,8,32,404,29,750,317,354,50
33,SĂLAJ,"ȘCOALA GENERALĂ NR.2 ȘĂRMĂȘAG",289,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:15:22",1187,1179,2,3,3,467,460,1,3,3,439,28,1300,833,339,100
33,SĂLAJ,"ȘCOALA GENERALĂ ”SELYMES PETER” ILIȘUA",290,ŞĂRMĂŞAG,142881,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:48:40",555,512,1,2,40,349,307,0,2,40,330,19,640,291,295,35
