precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"GRADINITA CU PROGRAM NORMAL, SAT BULBOACA",269,DELENI,163324,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:57:18",436,425,0,1,10,256,245,0,1,10,249,7,487,231,123,72,54
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 DELENI",268,DELENI,163324,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:20:57",1348,1309,1,14,24,761,725,0,14,22,735,26,1464,703,286,305,144
