precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
12,CĂLĂRAŞI,"GRADINITA NR.1 SARBI",101,CIOCĂNEŞTI,93085,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:11:50",999,941,1,14,43,731,673,1,14,43,707,24,1121,390,272,372,63
12,CĂLĂRAŞI,"SCOALA ANDOLINA",102,CIOCĂNEŞTI,93085,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:49",871,800,0,21,50,616,545,0,21,50,597,19,881,265,265,312,20
12,CĂLĂRAŞI,"SCOALA MARGINENI",100,CIOCĂNEŞTI,93085,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:37",670,626,1,15,28,448,406,0,15,27,427,21,739,291,154,242,31
12,CĂLĂRAŞI,"SCOALA SMARDAN",99,CIOCĂNEŞTI,93085,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:57",777,728,0,20,29,571,522,0,20,29,504,18,801,279,160,324,20
