precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 CRASNALEUCA",204,COŢUŞCA,36809,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:41:23",469,464,0,5,0,236,231,0,5,0,223,13,500,264,166,7,40,4,6
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 NICHITENI",206,COŢUŞCA,36809,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:50",342,337,0,3,2,342,337,0,3,2,326,16,800,458,108,27,184,3,4
7,BOTOŞANI,"LICEUL TEHNOLOGIC COȚUȘCA -CORP A",201,COŢUŞCA,36809,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:30:36",885,871,0,5,9,238,224,0,5,9,223,15,900,662,135,12,61,11,4
7,BOTOŞANI,"LICEUL TEHNOLOGIC COȚUȘCA CORP A",202,COŢUŞCA,36809,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:27",1480,1459,0,8,13,438,417,0,8,13,419,19,1600,1162,279,17,89,32,2
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.2 GHIRENI",205,COŢUŞCA,36809,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:58",273,259,0,6,8,273,259,0,6,8,261,12,700,427,174,6,73,5,3
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.4",203,COŢUŞCA,36809,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:46:32",517,508,0,9,0,159,150,0,9,0,155,4,600,441,105,10,24,5,11
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR.5",207,COŢUŞCA,36809,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:17",438,417,0,9,12,213,192,0,9,12,199,14,539,326,142,7,42,3,5
