precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"CAMINUL CULTURAL",176,DĂNEASA,126585,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 16:08:46",422,401,0,13,8,266,245,0,13,8,251,15,449,183,51,19,15,166
30,OLT,"CENTRUL SOCIAL DĂNEASA",173,DĂNEASA,126585,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 15:34:05",1139,1080,4,26,29,696,641,0,26,29,676,20,1188,492,154,60,20,442
30,OLT,"GRADINITA CIOFLANU",175,DĂNEASA,126585,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 16:03:43",507,469,0,10,28,304,266,0,10,28,298,6,525,221,32,16,19,231
30,OLT,"SCOALA BERINDEI",174,DĂNEASA,126585,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 15:55:41",411,391,0,11,9,240,220,0,11,9,236,4,423,183,28,14,7,187
30,OLT,"SCOALA ZANOAGA",177,DĂNEASA,126585,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 16:13:44",331,319,0,4,8,215,203,0,4,8,209,6,344,129,41,12,5,151
