precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi","FLOREA REMUS-CĂTĂLIN-voturi"
18,GALAŢI,"CENTRUL SOCIAL MULTIFUNCTIONAL INTEGRAT PENTRU PERSOANE VARSTNICE TIGANESTI",355,MUNTENI,75258,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:13",819,790,0,7,22,460,431,0,7,22,448,12,900,440,345,64,19,17,2,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 MUNTENI",353,MUNTENI,75258,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:49:45",1737,1709,1,9,18,1109,1082,0,9,18,1073,36,1937,828,458,534,32,30,3,16
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 MUNTENI - GRĂDINIȚA MUNTENI",352,MUNTENI,75258,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:21:49",1327,1292,2,14,19,796,762,1,14,19,758,38,1400,604,512,159,30,39,2,16
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 UNGURENI - SAT FRUNZEASCA",354,MUNTENI,75258,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:04:20",1022,1007,0,4,11,591,576,0,4,11,580,11,1100,509,365,129,23,33,4,26
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 UNGURENI - SAT UNGURENI",356,MUNTENI,75258,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:57:35",1070,1036,0,6,28,544,510,0,6,28,522,22,1200,656,306,143,41,24,6,2
