precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi"
8,BRAŞOV,"CAMIN CULTURAL GRID",392,PĂRĂU,41578,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:31:09",234,220,1,11,2,158,144,1,11,2,152,6,229,71,13,76,48,3,2,10
8,BRAŞOV,"CAMIN CULTURAL VENETIA DE JOS",393,PĂRĂU,41578,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:25:37",588,556,0,23,9,374,342,0,23,9,334,40,600,226,39,131,117,32,9,6
8,BRAŞOV,"CĂMINUL CULTURAL PĂRĂU",391,PĂRĂU,41578,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:37:46",524,478,1,29,16,314,269,0,29,16,293,21,600,286,37,146,53,18,26,13
8,BRAŞOV,"CĂMINUL CULTURAL VENEȚIA DE SUS",394,PĂRĂU,41578,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:03:20",408,371,0,27,10,290,253,0,27,10,244,46,400,110,15,87,71,53,9,9
