precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SĂSĂRMAN CORNEL-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","POP GAVRILĂ-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","MARTONOS TAMÁS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SEICHELY SANDOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MORA TIBOR-LEVENTE-UNIUNEA SALVAȚI ROMÂNIA-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL CIREŞOAIA",90,BRANIŞTEA,32660,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:30:08",1153,1096,0,12,45,825,768,0,12,45,808,10,1200,359,12,24,759,1,12
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MĂLUŢ",91,BRANIŞTEA,32660,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:39:39",460,451,0,3,6,315,306,0,3,6,306,9,500,176,149,109,42,0,6
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI BRANIŞTEA",89,BRANIŞTEA,32660,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:08:02",959,916,1,10,32,620,577,1,10,32,610,10,980,360,157,240,136,15,62
