precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEGOIŢĂ ROBERT SORIN-ALIANȚA ELECTORALĂ PSD PNL-voturi","NIŢĂ ALEXANDRU-MARCO-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEGRILĂ VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHEORGHE DANIEL-PAUL-ROMEO-PARTIDUL S.O.S. ROMÂNIA-voturi","JUDELE ŞTEFAN-LUCIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CICEALĂ ANA-MARIA-voturi"
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",582,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:47:29",1716,1693,11,12,0,660,647,1,12,0,638,17,1856,1201,317,25,7,17,124,148
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",576,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:29:30",1908,1894,2,6,6,791,779,0,6,6,773,18,2090,1299,446,39,15,27,141,105
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",581,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:07:04",1728,1714,8,6,0,779,773,0,6,0,750,27,1917,1138,463,32,20,21,106,108
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",579,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:29:03",1760,1756,1,3,0,225,222,0,3,0,219,6,1937,1712,128,20,10,17,21,23
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",648,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-09 23:51:58",3337,3330,0,7,0,23,16,0,7,0,22,1,3711,3688,12,0,2,1,3,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",644,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:15:05",2333,2328,0,5,0,46,41,0,5,0,46,0,2592,2546,24,5,2,2,5,8
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",647,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:15:03",1721,1711,0,10,0,168,158,0,10,0,164,4,1912,1744,130,12,7,1,7,7
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",641,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:06:22",3350,3344,0,6,0,42,36,0,6,0,41,1,3750,3708,29,2,1,3,4,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",650,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:06:00",1699,1688,8,3,0,343,340,0,3,0,332,11,1881,1538,251,6,14,13,30,18
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",646,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-09 23:54:04",1681,1673,0,8,0,78,70,0,8,0,77,1,1866,1788,52,5,2,7,6,5
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",645,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:15:25",1673,1667,0,6,0,79,73,0,6,0,79,0,1869,1790,69,1,1,2,3,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",642,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:27:22",2914,2908,0,6,0,98,92,0,6,0,92,0,3260,3168,64,5,3,5,8,7
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",643,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 00:57:00",2918,2913,0,5,0,147,142,0,5,0,142,5,3257,3110,90,13,9,8,13,9
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.47;",649,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:57:03",1776,1770,0,6,0,327,321,0,6,0,323,4,1996,1639,221,26,11,15,25,25
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",511,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:39:49",976,958,4,14,0,420,406,0,14,0,414,6,1063,643,247,8,9,14,68,68
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",512,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:48:32",1307,1290,5,12,0,609,597,0,12,0,600,9,1453,844,347,32,4,18,110,89
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",519,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:51:29",1185,1169,11,5,0,460,455,0,5,0,456,4,1310,850,259,13,13,9,86,76
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",514,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:46:57",1263,1254,4,5,0,629,624,0,5,0,614,15,1378,749,366,17,17,10,122,82
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",513,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:30:34",1415,1403,2,10,0,587,577,0,10,0,577,10,1600,1012,313,16,9,10,123,106
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",517,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:04:48",1264,1256,1,6,1,503,496,0,6,1,497,6,1385,882,274,25,2,17,88,91
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",520,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:16:31",1402,1387,4,11,0,586,575,0,11,0,573,13,1600,1014,312,29,14,17,95,106
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",518,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:13:56",1103,1091,1,11,0,447,436,0,11,0,432,4,1202,766,247,16,14,8,82,65
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",515,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:08:13",1227,1216,3,8,0,511,503,0,8,0,500,11,1348,837,278,30,11,11,87,83
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",516,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:51:59",1072,1032,4,36,0,450,414,0,36,0,415,7,1140,718,241,19,5,11,70,69
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",637,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:08:53",1875,1870,2,3,0,243,240,0,3,0,238,5,2069,1819,159,41,3,6,11,18
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",631,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 00:20:51",1610,1605,0,5,0,8,3,0,5,0,8,0,1799,1791,4,2,0,0,2,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",628,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:24:48",2640,2633,0,7,0,225,218,0,7,0,220,5,2923,2698,149,7,7,11,20,26
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",625,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:36:37",1874,1867,3,4,0,209,205,0,4,0,206,3,2072,1863,137,22,4,8,22,13
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",638,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:15:10",1863,1857,0,6,0,138,132,0,6,0,135,3,2072,1934,85,12,12,6,13,7
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",636,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:29:51",1740,1740,0,0,0,218,218,0,0,0,209,8,1740,1519,149,14,7,4,22,13
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",629,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:44:36",1886,1880,0,6,0,297,291,0,6,0,293,4,2076,1779,205,12,8,23,18,27
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",633,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:19:06",1716,1713,0,3,0,116,113,0,3,0,114,2,1902,1786,79,6,3,8,7,11
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",626,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:37:46",1794,1789,1,4,0,312,308,0,4,0,302,9,1986,1675,200,16,14,7,36,29
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",623,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:17:08",1680,1675,4,1,0,441,440,0,1,0,437,4,1851,1410,298,35,22,22,34,26
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",627,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:06:18",3361,3351,6,4,0,343,339,0,4,0,334,9,3721,3378,208,21,16,16,38,35
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",621,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:03:07",3152,3147,0,5,0,30,25,0,5,0,30,0,3147,3117,15,4,3,2,4,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",632,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:36:27",1654,1650,1,3,0,161,158,0,3,0,160,1,1843,1682,120,5,2,7,11,15
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",635,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:01:22",1830,1825,0,5,0,212,207,0,5,0,206,6,2042,1830,152,7,7,10,8,22
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",634,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:52:45",2323,2323,0,0,0,34,34,0,0,0,31,3,2584,2550,11,1,4,4,8,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",630,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:08:43",3934,3929,1,4,0,335,331,0,4,0,327,8,4357,4022,248,19,9,19,17,15
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",622,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:59:13",1822,1817,0,5,0,224,219,0,5,0,218,6,2019,1795,137,16,14,3,33,15
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",639,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:31:16",1630,1623,0,7,0,60,53,0,7,0,59,1,1823,1763,31,1,14,5,3,5
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",624,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:16:29",1680,1675,1,4,0,169,165,0,4,0,166,3,1867,1698,111,12,11,6,12,14
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.55;",640,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:59:43",2804,2798,0,6,0,87,81,0,6,0,86,1,3200,3113,38,6,4,2,18,18
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.67;",661,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:02:42",1540,1530,0,10,0,669,659,0,10,0,663,6,1702,1033,412,39,6,23,77,106
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.67;",662,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:42:48",1753,1730,18,5,0,695,690,0,5,0,683,12,1933,1238,475,32,13,18,72,73
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",652,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:46:01",1803,1800,0,3,0,598,595,0,3,0,596,2,2000,1402,395,51,11,19,61,59
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",654,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:38:06",1475,1464,4,7,0,171,164,0,7,0,170,1,1631,1460,107,12,6,9,21,15
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",651,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:25:19",1572,1565,2,5,0,355,350,0,5,0,349,6,1733,1378,245,23,8,6,27,40
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",658,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 00:03:50",1854,1846,0,8,0,12,4,0,8,0,12,0,2063,2051,3,1,1,1,5,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",655,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:25:14",1655,1649,0,6,0,85,79,0,6,0,85,0,1829,1744,60,7,5,2,1,10
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",653,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 00:13:56",1566,1563,0,3,0,69,66,0,3,0,65,4,1764,1695,52,2,0,1,9,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",657,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 00:38:42",1816,1812,0,4,0,16,12,0,4,0,16,0,2010,1994,4,0,0,0,8,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",656,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:36:40",1600,1592,1,7,0,393,390,0,3,0,388,5,1753,1360,282,17,8,4,30,47
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.78;",660,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 00:48:04",1933,1925,0,8,0,10,2,0,8,0,10,0,2146,2136,4,2,0,0,2,2
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.78;",659,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 00:57:07",1886,1879,0,7,0,10,3,0,7,0,10,0,2093,2083,5,1,0,0,2,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",408,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:54:00",1117,1100,3,13,1,579,564,1,13,1,570,7,1214,635,240,20,7,7,181,115
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",409,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:22:04",1014,1002,3,9,0,485,476,0,9,0,475,9,1099,614,233,12,4,14,127,85
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",403,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:32:17",1114,1095,7,12,0,387,374,1,12,0,372,15,1210,823,208,17,11,5,81,50
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",402,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:16:06",1237,1219,11,7,0,584,577,0,7,0,577,7,1342,758,306,40,12,19,125,75
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",405,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:28:38",1435,1420,5,8,2,709,698,1,8,2,697,12,1600,891,349,23,18,10,179,118
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",406,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:17:39",1003,986,0,16,1,470,453,0,16,1,442,11,1088,635,225,16,18,8,101,74
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",404,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-13 22:57:18",1936,1841,86,9,0,868,859,0,9,0,852,14,2027,1159,428,33,16,17,211,147
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",407,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:07:29",970,956,7,7,0,425,417,1,7,0,421,4,1075,650,220,22,4,11,98,66
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",414,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:23:55",1814,1775,25,13,1,980,966,0,13,1,930,36,1958,992,392,45,26,20,259,188
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",412,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:30:14",1372,1351,7,13,1,701,687,0,13,1,687,14,1489,338,338,40,12,21,165,111
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",417,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:30:49",1329,1305,6,18,0,613,595,0,18,0,605,8,1431,818,280,34,10,14,151,116
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",418,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 13:22:58",1171,1142,17,12,0,603,591,0,12,0,596,7,1252,649,298,28,10,9,163,88
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",411,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:49:41",1564,1553,0,11,0,639,628,0,11,0,617,11,1712,1084,291,31,14,26,146,109
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",416,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:53:21",1414,1407,3,4,0,670,666,0,4,0,662,8,1600,930,349,31,14,11,138,119
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",410,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:55:32",1817,1769,19,29,0,924,894,1,29,0,908,16,1949,1025,485,56,1,17,203,146
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",415,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 22:33:45",1453,1421,19,13,0,658,645,0,13,0,647,11,1600,941,300,47,13,15,146,126
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",413,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:25:28",1034,997,19,15,3,481,469,1,8,3,472,3,1095,428,246,26,12,18,88,82
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",606,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:21:47",1737,1722,6,9,0,749,740,0,9,0,729,20,1920,1171,409,51,18,17,140,94
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",611,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:21:11",1524,1511,3,9,1,662,652,0,9,1,644,18,1659,997,362,43,12,15,121,91
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",608,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:47:53",1464,1456,3,5,0,616,611,0,5,0,604,12,1621,1005,346,32,8,16,105,97
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",607,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:13:46",1376,1356,2,17,1,576,558,0,17,1,560,16,1600,1024,332,31,8,13,86,90
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",609,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:36:08",1919,1913,1,5,0,860,855,0,5,0,845,15,2114,1254,423,49,19,21,162,171
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",612,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-12 00:36:52",1990,1981,2,6,1,872,865,0,6,1,862,10,2159,1287,475,35,20,19,171,142
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",610,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:52:52",1912,1892,7,13,0,957,944,0,13,0,949,8,2079,1122,441,32,12,11,267,186
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",605,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-12 07:40:25",2040,2014,8,18,0,1026,1007,1,18,0,1021,5,2173,1147,554,18,10,14,225,200
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",446,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-12 00:44:00",1321,1311,1,9,0,583,574,0,9,0,560,0,1443,560,365,0,8,6,106,75
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",444,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:06:39",1201,1189,5,7,0,539,531,1,7,0,532,7,1320,781,299,18,15,7,118,75
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",445,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:47:51",1321,1309,4,8,0,564,556,0,8,0,549,15,1443,879,315,38,13,19,86,78
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",442,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 23:38:07",1442,1425,9,8,0,670,662,0,8,0,657,13,1600,930,349,30,8,13,150,107
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",443,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:21:13",1334,1313,0,21,0,409,388,0,21,0,394,14,1445,1037,207,21,10,25,71,60
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84;",447,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:06:36",1086,1073,4,9,0,425,416,0,9,0,419,6,1195,770,235,25,12,6,78,63
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",449,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:00:18",1783,1763,7,13,0,842,829,0,13,0,827,15,1945,1103,386,33,9,15,207,177
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",454,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:03:06",1600,1584,7,9,0,718,709,0,9,0,697,17,1740,1026,342,21,5,11,173,145
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",451,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:20:15",1544,1533,3,8,0,692,684,0,8,0,675,17,1689,997,337,36,17,17,163,105
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",453,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:37:53",1268,1246,9,13,0,569,554,2,13,0,558,11,1386,814,295,33,9,8,111,102
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",452,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:27:05",1522,1513,2,7,0,618,611,0,7,0,605,13,1667,1049,316,29,14,10,140,96
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",448,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:55:12",1257,1244,0,11,2,576,563,0,11,2,563,13,1382,405,287,26,5,11,124,110
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",450,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:35:06",1551,1536,4,10,1,704,693,0,10,1,685,19,1687,983,330,41,22,22,152,118
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",479,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:38:14",1424,1412,2,10,0,722,712,0,10,0,701,21,1600,878,344,23,6,9,169,150
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",476,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:54:52",1336,1323,4,9,0,643,633,1,9,0,633,10,1454,811,301,27,3,13,178,111
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",480,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:34:31",1229,1209,4,16,0,589,573,0,16,0,571,18,1334,745,295,27,7,11,132,99
