precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEGOIŢĂ ROBERT SORIN-ALIANȚA ELECTORALĂ PSD PNL-voturi","NIŢĂ ALEXANDRU-MARCO-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEGRILĂ VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHEORGHE DANIEL-PAUL-ROMEO-PARTIDUL S.O.S. ROMÂNIA-voturi","JUDELE ŞTEFAN-LUCIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CICEALĂ ANA-MARIA-voturi"
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",379,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:46:56",3241,3234,0,7,0,43,36,0,7,0,43,0,3607,3564,17,2,4,0,16,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",378,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:37:47",3213,3209,0,4,0,17,13,0,4,0,17,0,3579,3562,7,0,2,0,3,5
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",376,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 01:04:31",3264,3254,4,6,0,30,24,0,6,0,30,0,3628,3598,22,0,0,0,5,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",375,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:48:36",1709,1629,72,7,1,726,717,1,7,1,713,13,1793,1067,360,31,16,10,182,114
46,"Sector 3","ȘCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",377,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 16:37:58",3066,3061,0,5,0,15,10,0,5,0,14,1,3425,3410,7,0,1,1,1,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",398,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:36:45",1226,1194,19,13,0,611,598,0,13,0,598,13,1324,713,335,37,14,12,118,82
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",394,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-14 03:00:14",1465,1426,32,7,0,710,703,0,7,0,699,11,1600,885,322,40,15,13,202,107
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",401,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 10:01:02",1423,1407,6,10,0,744,734,0,10,0,722,22,1600,856,383,35,5,10,184,105
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",397,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 22:54:49",1473,1438,20,15,0,723,708,0,15,0,697,26,1600,877,383,46,6,11,151,100
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",400,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:27:14",1397,1383,6,6,2,669,661,0,6,2,658,10,1600,932,333,30,16,13,154,112
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",399,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 22:22:17",1642,1598,30,14,0,777,762,1,14,0,760,17,1758,582,379,31,3,7,210,130
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",395,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:28:16",1505,1463,29,13,0,715,702,0,13,0,701,14,1609,894,318,34,13,7,217,112
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",396,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:31:51",1418,1373,38,7,0,686,676,3,7,0,672,13,1512,826,391,29,13,10,125,104
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",574,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:57:13",1199,1181,4,14,0,561,547,0,14,0,558,3,1299,738,281,25,7,10,131,104
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",569,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:29:46",1184,1166,5,13,0,467,454,0,13,0,458,7,1269,804,232,25,13,7,98,83
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",572,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:54:14",1728,1706,9,13,0,933,917,3,13,0,917,16,1882,949,428,30,8,12,226,213
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",575,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:45:07",1315,1307,2,6,0,532,526,0,6,0,519,13,1438,893,266,27,6,14,122,84
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",571,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:51:26",1163,1157,1,5,0,579,574,0,5,0,567,10,1280,703,327,12,8,12,106,102
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",570,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:21:21",991,978,5,8,0,544,536,0,8,0,535,9,1092,548,208,31,6,4,166,120
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",573,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:08:32",1359,1340,10,9,0,631,622,0,9,0,623,8,1465,834,298,24,9,13,163,116
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",456,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:37:37",1318,1306,3,9,0,585,573,3,9,0,574,11,1436,851,262,29,13,11,137,122
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",463,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:30:42",1172,1142,15,14,1,556,541,0,14,1,533,10,1256,703,233,33,18,9,145,95
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",460,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:44:21",1067,1051,9,7,0,525,518,0,7,0,516,9,1151,626,270,29,6,12,111,88
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",457,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:44:44",1411,1393,7,11,0,584,573,0,11,0,578,6,1600,1016,272,23,10,19,137,117
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",458,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:24:03",1194,1182,0,12,0,551,539,0,12,0,539,12,1301,750,271,33,4,14,120,97
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",459,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:55:16",1121,1105,6,10,0,575,564,1,10,0,569,6,1213,638,262,20,10,13,164,100
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",461,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-11 23:19:30",991,982,3,6,0,501,495,0,6,0,497,4,1107,603,284,24,8,6,95,80
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",455,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:24:55",1626,1589,0,24,13,747,723,0,13,11,737,10,1750,797,350,35,12,10,193,137
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LEONARDO DA VINCI”;",462,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:15:48",929,918,4,7,0,426,419,0,7,0,415,11,1029,603,202,22,8,12,101,70
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU”;",585,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:36:34",981,971,8,2,0,491,489,0,2,0,487,4,1073,582,249,32,6,18,102,80
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU”;",584,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:23:00",1272,1264,1,7,0,605,598,0,7,0,595,10,1421,816,315,31,16,22,119,92
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",491,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:23:00",1458,1450,2,6,0,597,591,0,6,0,556,7,1613,1050,303,37,18,15,109,74
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",489,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:39:10",557,556,0,1,0,557,556,0,1,0,548,9,1600,1043,334,19,13,12,97,73
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",482,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:27:34",1225,1218,1,6,0,570,564,0,6,0,555,10,1375,810,298,20,9,32,127,69
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",490,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-12 05:45:05",1405,1390,6,9,0,613,604,0,9,0,600,8,1600,987,390,31,11,20,70,78
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",483,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:16:01",1259,1250,0,9,0,525,516,0,9,0,516,9,1379,853,284,25,7,16,117,67
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",484,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:14:53",2142,2030,93,19,0,939,920,0,19,0,928,11,2220,1281,402,50,19,11,249,197
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",485,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:52:53",1314,1305,2,6,1,548,541,0,6,1,538,10,1438,890,338,25,10,16,88,61
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",486,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:45:16",1304,1291,7,6,0,594,588,0,6,0,575,13,1423,835,312,31,15,10,128,79
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",488,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:26:40",1254,1251,0,2,1,523,520,0,2,1,513,10,1377,854,279,22,14,15,116,67
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",487,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:59:38",1248,1240,1,7,0,540,533,0,7,0,531,9,1361,821,324,31,14,16,89,57
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”MIHAI BOTEZ”;",481,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:00:25",1429,1420,5,3,1,636,632,0,3,1,629,7,1600,964,324,22,9,13,152,109
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",522,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:05:09",1267,1255,2,10,0,575,565,0,10,0,570,5,1396,821,252,19,10,11,164,114
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",526,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:16:03",1648,1648,0,0,0,711,711,0,0,0,688,23,1804,1093,350,31,19,20,150,118
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",528,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:46:37",1181,1165,6,10,0,579,568,1,10,0,571,8,1285,706,269,16,18,10,160,98
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",525,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 22:08:00",1546,1532,2,11,1,682,671,0,11,0,672,10,1684,1002,357,22,14,19,155,105
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",521,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:44:20",1428,1409,2,17,0,707,690,0,17,0,686,21,1600,893,394,30,14,16,116,116
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",524,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:56:52",1348,1338,3,7,0,617,610,0,7,0,608,6,1600,984,366,18,10,15,115,84
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",527,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-12 00:06:01",1157,1144,6,7,0,598,591,0,7,0,589,9,1275,670,283,27,5,7,158,109
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”NICOLAE LABIŞ”;",523,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:25:59",1829,1809,0,20,0,742,722,0,20,0,735,7,1982,1240,376,50,8,20,165,116
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",554,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:56:15",1184,1173,5,6,0,458,452,0,6,0,452,6,1310,852,269,25,6,5,67,80
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",561,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 00:43:14",1101,1093,3,5,0,373,368,0,5,0,364,9,1208,835,234,22,8,11,40,49
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",553,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:15:44",1106,1105,0,1,0,503,502,0,1,0,489,13,646,144,313,17,8,21,63,67
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",557,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:49:19",1109,1099,0,10,0,536,526,0,10,0,523,13,1236,700,306,13,5,14,100,85
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",552,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:22:25",1135,1128,4,3,0,492,489,0,3,0,482,10,1244,752,294,33,13,14,67,61
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",555,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:01:48",1417,1405,0,12,0,665,653,0,12,0,652,13,1600,935,363,26,11,16,136,100
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",560,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 19:58:11",1361,1340,8,13,0,640,627,0,13,0,615,25,1480,840,336,29,12,10,114,114
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",559,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:04:36",1024,1022,1,1,0,421,420,0,1,0,411,10,1148,727,238,31,3,12,76,51
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",556,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:18:51",1118,1116,1,1,0,542,541,0,1,0,536,6,1250,708,308,42,10,12,99,65
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.112;",558,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:59:18",1069,1067,0,2,0,446,444,0,2,0,430,10,1175,735,264,15,8,20,66,57
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",617,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:48:07",1986,1962,4,16,4,906,886,0,16,4,896,10,2155,1249,533,33,19,10,140,161
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",618,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:59:08",1934,1928,0,6,0,769,763,0,6,0,754,15,2121,1352,486,27,15,30,106,90
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",619,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:35:20",2121,2110,4,7,0,891,883,1,7,0,882,9,2242,1351,524,26,12,30,152,138
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",616,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:39:12",1814,1805,4,5,0,781,776,0,5,0,772,9,2027,1246,406,37,28,30,156,115
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",615,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:49:07",1934,1913,6,15,0,819,804,0,15,0,808,11,2094,1275,466,41,12,21,162,106
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",613,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:20:09",2514,2402,21,91,0,1113,1022,0,91,0,1019,24,2606,1563,569,46,11,17,212,164
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.116;",614,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:33:39",2141,2108,26,7,0,867,860,0,7,0,858,0,2400,1528,561,10,7,5,161,114
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.116;",620,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:01:14",2217,2182,8,27,0,1005,978,0,27,0,992,9,2400,1395,549,31,9,17,212,174
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",602,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:06:05",1447,1430,2,15,0,667,652,0,15,0,652,15,1600,933,346,33,1,26,152,94
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",603,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:26:01",1981,1933,20,27,1,872,844,0,27,1,862,10,2103,1231,464,32,18,19,181,148
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",604,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:49:48",1811,1789,14,8,0,776,768,0,8,0,765,11,1986,1210,432,33,12,23,136,129
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",501,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:45:56",981,971,0,10,0,469,459,0,10,0,461,8,1065,596,214,19,7,11,127,83
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",500,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:16:03",966,944,8,14,0,456,442,0,14,0,452,4,961,505,234,21,7,9,112,69
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",497,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:23:02",1186,1166,4,15,1,662,646,0,15,1,651,11,1290,628,254,20,12,11,233,121
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",498,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:37:18",1144,1119,1,22,2,604,580,0,22,2,572,8,1231,631,258,38,11,15,158,92
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.195;",499,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:03:57",1092,1066,4,20,2,564,541,1,20,2,550,12,1179,617,269,27,6,10,134,104
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",541,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:47:33",1738,1729,3,5,1,771,765,0,5,1,738,27,1902,1137,445,24,13,12,135,109
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",540,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:54:32",1497,1484,3,10,0,765,755,0,10,0,758,7,1640,862,408,20,11,26,163,130
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",539,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 17:59:29",1847,1823,0,7,17,827,803,0,7,17,814,13,2008,1180,492,30,12,22,157,101
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",543,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:05:48",1370,1360,4,6,0,586,580,0,6,0,570,15,1496,502,339,19,8,17,100,87
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",538,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:07:57",1357,1343,4,10,0,589,579,0,10,0,578,11,1474,885,333,21,6,15,123,80
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.20;",542,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:21:05",1704,1686,1,17,0,809,792,0,17,0,798,11,1781,972,493,26,16,19,114,130
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",562,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:09:14",1552,1535,6,11,0,772,761,0,11,0,761,11,1715,943,429,26,22,18,142,124
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",563,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:18:04",1518,1512,4,2,0,718,715,1,2,0,704,14,1659,941,357,31,11,20,151,134
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",567,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:06:28",1274,1269,0,5,0,518,513,0,5,0,501,17,1408,890,290,36,6,13,83,73
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",568,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:50:09",1697,1680,7,10,0,835,825,0,10,0,812,21,1854,1015,424,33,19,5,207,124
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",564,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 23:22:30",1724,1687,12,24,1,812,787,0,24,1,802,10,1859,1047,392,47,16,14,200,133
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",566,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:22:09",1363,1354,0,9,0,519,510,0,9,0,507,12,1488,969,292,32,13,14,89,67
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.200;",565,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:48:14",1426,1423,0,3,0,1156,1153,0,3,0,570,14,1600,1016,309,28,110,11,13,99
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",580,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:20:19",1569,1556,4,9,0,633,623,1,9,0,617,16,1673,1040,383,22,19,21,82,90
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",578,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:48:55",1748,1734,9,5,0,725,720,0,5,0,714,11,1932,1207,387,21,10,7,175,114
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",583,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 15:49:55",1753,1745,2,6,0,709,703,0,6,0,687,22,1921,1212,415,26,21,24,98,103
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 22;",577,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:34:01",1632,1620,8,4,0,659,655,0,4,0,644,15,1823,1164,393,21,13,26,95,96
