precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VLAD ION-PARTIDUL SOCIAL DEMOCRAT-voturi","NISTOR FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PANŢIRU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","COCIORBĂ VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi"
41,VRANCEA,"ŞCOALA GIMNAZIALA CÎMPURI",125,CÂMPURI,175670,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:36",855,823,1,6,25,454,422,1,6,25,435,18,931,477,265,11,141,18
41,VRANCEA,"SCOALA GIMNAZIALA ROTILESTII MICI",127,CÂMPURI,175670,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:09:58",521,493,0,7,21,307,279,0,7,21,298,9,568,261,107,6,180,5
41,VRANCEA,"SCOALA PRIMARA CÎMPURI",124,CÂMPURI,175670,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:41",777,746,1,4,26,487,457,1,4,25,463,24,859,372,246,58,146,13
41,VRANCEA,"SCOALA PRIMARA FETESTI",126,CÂMPURI,175670,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:19",738,719,1,7,11,353,335,0,7,11,331,22,804,451,226,10,91,4
