precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-voturi"
27,MEHEDINŢI,"GRĂDINIȚA BALTA VERDE ISJ",179,GOGOŞU,111863,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:51:50",1043,985,3,23,32,468,413,0,23,32,442,26,1123,645,326,114,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ BURILA MICĂ",180,GOGOŞU,111863,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:35:37",850,781,0,43,26,401,332,0,43,26,386,15,856,455,230,150,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ CLASELE I-VIII GOGOȘU",178,GOGOŞU,111863,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:48:42",937,845,0,50,42,596,511,0,50,35,572,24,977,381,378,190,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ OSTROVU MARE",181,GOGOŞU,111863,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:59:09",687,584,3,77,23,395,296,0,76,23,363,32,641,246,289,70,4
