precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
7,BOTOŞANI,"CĂMIN CULTURAL DERSCA",228,DERSCA,37011,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:34",1303,1250,0,2,51,704,651,0,2,51,681,23,1450,746,403,113,98,67
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ „NICOLAE IORGA” DERSCA",229,DERSCA,37011,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:42",1153,1110,0,8,35,643,600,0,8,35,610,33,1251,608,372,121,61,56
