precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
1,ALBA,"CĂMINUL CULTURAL ”EUGEN CURTA” GALTIU",386,SÂNTIMBRU,7384,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:43:21",395,388,0,2,5,252,245,0,2,5,237,6,436,191,140,28,55,14
1,ALBA,"CĂMINUL CULTURAL SÂNTIMBRU",383,SÂNTIMBRU,7384,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:04",457,446,0,2,9,247,236,0,2,9,239,8,506,259,125,46,61,7
1,ALBA,"CENTRU DE ZI PERSOANE VĂRSTNICE",385,SÂNTIMBRU,7384,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:36",74,68,0,3,3,49,43,0,3,3,47,2,76,27,39,3,5,0
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL COȘLARIU",384,SÂNTIMBRU,7384,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:37:01",360,347,0,1,12,224,211,0,1,12,217,7,394,170,143,41,31,2
1,ALBA,"PRIMĂRIA COMUNEI SÂNTIMBRU",382,SÂNTIMBRU,7384,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:20:30",742,728,0,3,11,435,421,0,3,11,427,7,798,364,279,59,72,17
1,ALBA,"ŞCOALA PRIMARĂ TOTOI",387,SÂNTIMBRU,7384,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:39",461,450,0,2,9,249,238,0,2,9,240,9,509,260,165,39,30,6
