precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MANDOCESCU IULIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BĂCILĂ-MITRACHE DUMITRU-ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BÎRDĂCEL AUGUSTIN-RADU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CĂTĂNOIU EMIL-PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"ŞCOALA GIMNAZIALĂ CĂPRENI",179,CĂPRENI,79497,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:00",759,734,1,9,15,405,381,0,9,15,382,23,800,395,5,4,200,173
20,GORJ,"ŞCOALA PRIMARĂ BULBUCENI",180,CĂPRENI,79497,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:11:11",368,362,0,2,4,221,215,0,2,4,204,17,400,179,4,15,99,86
20,GORJ,"ŞCOALA PRIMARĂ CĂPRENI DE SUS",181,CĂPRENI,79497,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:40",500,481,0,9,10,276,257,0,9,10,262,14,573,297,4,0,110,148
