precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HUSTI ANA-ADELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TŐRŐK MARIAN-GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","ROBAŞ GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","CÂMPIAN IOAN-GHEORGHE-FORȚA DREPTEI-voturi"
32,"SATU MARE",GRADINITA,228,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:18:43",513,501,1,7,4,311,300,0,7,4,298,13,550,239,5,187,85,21
32,"SATU MARE","PRIMARIA MEDIESU AURIT",226,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:06",945,892,0,35,18,599,546,0,35,18,585,14,1000,401,38,330,129,88
32,"SATU MARE","SCOALA GENERALA",230,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:11:34",255,246,1,7,1,136,128,0,7,1,133,3,374,238,13,67,34,19
32,"SATU MARE","SCOALA GENERALA",233,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:16",579,564,0,7,8,336,321,0,7,8,327,9,600,264,5,203,68,51
32,"SATU MARE","SCOALA GENERALA",231,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:49:17",165,156,0,9,0,94,85,0,9,0,91,3,200,106,4,53,24,10
32,"SATU MARE","SCOALA GENERALA",229,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:59:59",944,918,3,9,14,456,433,0,9,14,428,28,1000,544,25,326,58,19
32,"SATU MARE","SCOALA GENERALA",232,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:08:51",825,794,0,12,19,480,449,0,12,19,445,35,850,370,9,333,60,43
32,"SATU MARE","SCOALA MEDIESU AURIT",227,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:01:05",1333,1304,1,19,9,803,775,0,19,9,773,30,1404,601,26,530,154,63
