precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"PRIMĂRIA BUDUSLĂU",280,BUDUSLĂU,27908,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:08",822,810,0,0,12,475,463,0,0,12,459,16,904,429,418,41
5,BIHOR,"ŞCOALA GENERALĂ ALBIŞ",281,BUDUSLĂU,27908,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:06",770,747,0,0,23,449,426,0,0,23,428,21,844,395,369,59
