precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUCĂLIE FLORIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂLĂŞESCU DUMITRU-EDUARD-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CĂLUGĂRU MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CRISTESCU ALEXANDRU-ADRIAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PAROLEA-MOGA ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BĂDICENI",370,MĂLURENI,17049,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:32",415,402,0,9,4,274,261,0,9,4,264,10,458,184,110,7,22,84,41
3,ARGEŞ,"ŞCOALA BOHARI",373,MĂLURENI,17049,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:08:44",286,281,0,3,2,179,174,0,3,2,175,4,308,128,98,2,21,37,17
3,ARGEŞ,"ŞCOALA BUNEŞTI",371,MĂLURENI,17049,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:05",553,546,1,5,1,319,312,1,5,1,304,15,600,281,147,17,80,53,7
3,ARGEŞ,"ŞCOALA MĂLURENI",369,MĂLURENI,17049,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:04:04",477,462,0,4,11,303,288,0,4,11,291,12,523,220,78,16,21,156,20
3,ARGEŞ,"ŞCOALA TOPLIŢA",374,MĂLURENI,17049,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:11",279,268,0,5,6,172,161,0,5,6,165,7,295,123,132,0,10,14,9
3,ARGEŞ,"ŞCOALA ZĂRNEŞTI",375,MĂLURENI,17049,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:00:59",758,751,0,6,1,476,469,0,6,1,460,11,826,355,287,13,78,64,18
3,ARGEŞ,"TABĂRA PĂULEASCA",372,MĂLURENI,17049,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:44",710,703,0,7,0,417,410,0,7,0,374,43,773,356,326,6,12,23,7
