precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL VERDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ZIEMBA ALEXANDRU-LAURENŢIU-voturi","STAN ANDREEA-MIHAELA-voturi","GHIŢĂ ADRIAN-IONUŢ-voturi","ŞTEFĂNESCU FLORIN-RADU-voturi"
25,ILFOV,"CLĂDIREA AFTER SCHOOL",195,CORBEANCA,102160,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:11:30",1941,1863,29,48,1,1113,1056,8,48,1,1098,15,2000,887,159,136,70,590,37,10,10,10,31,18,6,21
25,ILFOV,"GRĂDINIŢA NR. 1",196,CORBEANCA,102160,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:28:52",1169,1131,1,37,0,664,626,1,37,0,648,16,1250,586,117,63,79,287,35,22,12,7,9,9,2,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",193,CORBEANCA,102160,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:00:08",1001,955,22,21,3,570,545,1,21,3,537,33,1100,530,104,88,79,162,18,21,6,14,8,16,15,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",194,CORBEANCA,102160,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:25:40",2013,1917,35,58,3,1189,1128,0,58,3,1175,14,2100,911,155,122,98,623,38,7,17,36,15,37,19,8
25,ILFOV,"SCOALA GIMNAZIALA NR.2",197,CORBEANCA,102160,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:58:16",1274,1221,16,36,1,816,778,1,36,1,765,51,1349,533,92,153,100,258,72,6,14,42,10,9,4,5
25,ILFOV,"ȘCOALA GIMNAZIALA NR.2",198,CORBEANCA,102160,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:35:25",1417,1380,3,33,1,930,895,1,33,1,891,39,1541,611,97,154,74,403,47,9,40,27,12,19,6,3
