precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIRĂUŢI ALINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BRĂDĂŢAN ADRIAN-IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","POPESCU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ACHIŢEI LILIANA-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","CIOBANU VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi","CHIŞ CORINA-LILIANA-voturi"
35,SUCEAVA,"CĂMIN CULTURAL LUCĂCEȘTI",293,DRĂGOIEŞTI,148328,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:56",227,219,0,8,0,155,147,0,8,0,147,8,300,145,2,14,23,5,0,103
35,SUCEAVA,"PRIMARIA COMUNEI DRĂGOIEŞTI",291,DRĂGOIEŞTI,148328,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:49:54",477,462,0,11,4,288,273,0,11,4,280,8,500,212,25,14,58,24,4,155
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ DRĂGOIEȘTI",292,DRĂGOIEŞTI,148328,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:13:04",1463,1360,0,67,36,818,715,0,67,36,799,19,1441,623,12,182,405,84,11,105
