precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRESTIAN VASILE-NICUŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi","MUREŞAN GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BENŢIA IOAN-PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL DOLU",310,ZIMBOR,143147,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:24:14",50,38,0,12,0,41,29,0,12,0,41,0,50,9,23,15,3
33,SĂLAJ,"CĂMINUL CULTURAL SÂNCRAIU ALMAȘULUI",311,ZIMBOR,143147,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:37",145,132,0,11,2,94,81,0,11,2,89,5,145,51,33,54,2
33,SĂLAJ,"CĂMINUL CULTURAL SUTORU",312,ZIMBOR,143147,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:52:34",105,96,1,7,1,75,66,1,7,1,70,5,110,35,18,48,4
33,SĂLAJ,"SCOALA GIMNAZIALA ZIMBOR",309,ZIMBOR,143147,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:16",489,472,3,6,8,342,328,0,6,8,336,6,519,177,71,242,23
