precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LUNGU IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BULANCEA RĂZVAN-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","IVAN DUMITRU-RĂZVAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
24,IAŞI,"SCOALA GENERALA BIRLESTI",451,ERBICENI,97009,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:55",624,621,0,3,0,342,339,0,3,0,330,12,700,358,119,196,15
24,IAŞI,"SCOALA GENERALA ERBICENI CORP CLADIRE",449,ERBICENI,97009,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:04",943,930,0,5,8,510,497,0,5,8,485,17,1000,498,206,262,17
24,IAŞI,"SCOALA GENERALA ERBICENI CORP CLADIRE",450,ERBICENI,97009,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:06",1057,1045,0,1,11,550,538,0,1,11,521,26,1100,553,230,269,22
24,IAŞI,"SCOALA GENERALA TOTOESTI",454,ERBICENI,97009,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:55:52",1345,1339,0,5,1,693,687,0,5,1,649,38,1409,722,308,299,42
24,IAŞI,"SCOALA NR. 2 SPINOASA",452,ERBICENI,97009,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:05:03",236,234,0,2,0,121,119,0,2,0,116,5,300,179,71,24,21
24,IAŞI,"SCOALA NR. 2 SPRANCEANA",453,ERBICENI,97009,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:26",310,304,2,4,0,145,140,1,4,0,143,2,400,255,106,30,7
