precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KOVÁCS ATTILA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","EGYED JÓZSEF-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"PRIMĂRIA COMUNEI SUSENI",256,SUSENI,85920,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:59",835,833,0,1,1,452,450,0,1,1,437,15,900,448,96,341
21,HARGHITA,"PRIMĂRIA COMUNEI SUSENI",255,SUSENI,85920,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:44",883,876,4,2,1,455,452,0,2,1,432,23,900,445,99,333
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”TARISZNYÁS MÁRTON” VALEA STRÂMBĂ",260,SUSENI,85920,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:01",1112,1109,1,2,0,461,459,0,2,0,434,27,1100,639,110,324
21,HARGHITA,"ŞCOALA PRIMARĂ CHILENI",258,SUSENI,85920,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:51:25",627,622,0,5,0,292,287,0,5,0,283,9,700,408,113,170
21,HARGHITA,"ŞCOALA PRIMARĂ LIBAN",259,SUSENI,85920,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:06",65,56,1,8,0,29,21,0,8,0,29,0,200,171,11,18
21,HARGHITA,"ŞCOALA PRIMARĂ - MUREŞ SAT",257,SUSENI,85920,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:18",705,703,0,2,0,366,364,0,2,0,338,28,800,434,84,254
