precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
31,PRAHOVA,"CĂMIN CULTURAL",566,ŞOIMARI,135501,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:52",398,397,1,0,0,228,227,1,0,0,214,14,400,172,71,26,39,9,39,30
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL",565,ŞOIMARI,135501,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:25",564,559,1,2,2,386,381,1,2,2,370,16,600,214,107,57,45,14,113,34
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MINERVA ALEXANDRESCU”",564,ŞOIMARI,135501,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:35:10",1348,1325,0,10,13,793,770,0,10,13,736,57,1519,726,272,45,126,84,148,61
