precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SOARE DORINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","FĂRÂMIŢĂ ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-IV MOVILA",314,NICULEŞTI,104387,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:59:23",514,490,0,10,14,275,251,0,10,14,263,12,550,275,235,28
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-VIII CIOCĂNARI",313,NICULEŞTI,104387,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:23:54",1015,1010,3,2,0,498,496,0,2,0,463,35,1110,612,351,112
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I - VIII NICULEȘTI",311,NICULEŞTI,104387,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:23:43",1026,1009,0,16,1,616,599,0,16,1,595,18,1101,488,566,29
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I - VIII NICULEȘTI",312,NICULEŞTI,104387,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:43",819,813,0,4,2,490,484,0,4,2,476,14,900,410,449,27
