precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTĂ ŞCOALA GENERALĂ DOBRA)",415,ŞUGAG,8014,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:55",435,428,0,6,1,271,264,0,6,1,268,3,479,208,43,40,117,68
1,ALBA,"PRIMĂRIA COMUNEI ŞUGAG",414,ŞUGAG,8014,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:10:12",1390,1372,4,9,5,922,908,0,9,5,901,21,1500,578,129,155,453,164
1,ALBA,"ŞCOALA PRIMARĂ MĂRTINIE",416,ŞUGAG,8014,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:17:59",462,453,0,7,2,346,337,0,7,2,334,12,504,158,47,86,129,72
