precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMBRAVĂ ALINA-MINODORA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MÎRZAC IANCU-VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","OLARU GABRIELA-PARTIDUL NAȚIONAL LIBERAL-voturi","BÎRSAN NECULAI-PARTIDUL ECOLOGIST ROMÂN-voturi"
4,BACĂU,"ŞCOALA GIMNAZIALĂ COLONEŞTI",309,COLONEŞTI,21891,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:06",1148,1144,0,4,0,572,568,0,4,0,536,36,1200,628,87,395,27,27
4,BACĂU,"ŞCOALA GIMNAZIALĂ SPRIA",311,COLONEŞTI,21891,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:24:33",272,268,0,4,0,139,135,0,4,0,130,9,300,161,9,92,25,4
4,BACĂU,"ŞCOALA PRIMARĂ SATU NOU",310,COLONEŞTI,21891,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:24",277,272,0,5,0,144,139,0,5,0,128,16,300,156,8,83,29,8
