precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROF REMUS-PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",236,DOGNECEA,52696,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:41:34",90,74,0,4,12,64,48,0,4,12,63,1,80,16,63
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL DOGNECEA",234,DOGNECEA,52696,2,PART,PRCNCT,P,P_SV,"2024-06-11 13:38:22",931,893,0,14,24,519,481,0,14,24,509,4,998,485,509
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA",235,DOGNECEA,52696,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:14:46",621,590,1,12,18,331,301,0,12,18,331,0,659,328,331
