precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BERECZKI KOVÁCS ATTILA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"CĂMINUL CULTURAL ARMĂŞENI",109,CIUCSÂNGEORGIU,83981,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:22",717,709,0,2,6,346,338,0,2,6,332,14,346,0,19,313
21,HARGHITA,"CĂMINUL CULTURAL ARMĂŞENI-NOI",110,CIUCSÂNGEORGIU,83981,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:53:07",264,258,1,4,1,166,161,0,4,1,160,6,300,134,8,152
21,HARGHITA,"CĂMINUL CULTURAL EGHERSEC",113,CIUCSÂNGEORGIU,83981,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:23:13",91,86,0,4,1,45,40,0,4,1,42,3,200,155,1,41
21,HARGHITA,"CĂMINUL CULTURAL EGHERSEC-CINOD",112,CIUCSÂNGEORGIU,83981,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:15:50",149,144,3,2,0,79,77,0,2,0,73,6,200,121,3,70
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”GAL SANDOR” CIUCSÂNGEORGIU",107,CIUCSÂNGEORGIU,83981,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:25",910,903,0,0,7,401,394,0,0,7,376,25,900,499,28,348
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”GAL SANDOR” CIUCSÂNGEORGIU",108,CIUCSÂNGEORGIU,83981,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:45:44",690,682,2,0,6,341,335,0,0,6,332,9,800,459,40,292
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MARTON FERENC” BANCU",111,CIUCSÂNGEORGIU,83981,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:30",1094,1081,1,6,6,505,493,0,6,6,480,25,1080,575,54,426
