precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GOIA MIRCEA-PARTIDUL SOCIAL DEMOCRAT-voturi","MATAŞER GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PENCIU IOAN-RADU-PARTIDUL NAȚIONAL LIBERAL-voturi","BUCEA IOAN-LIVIU-FORȚA DREPTEI-voturi"
1,ALBA,"CĂMINUL CULTURAL LUPȘA",305,LUPŞA,5336,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:13:56",635,619,0,10,6,487,471,0,10,6,480,6,700,214,170,3,307,0
1,ALBA,"ŞCOALA GIMNAZIALĂ MUŞCA",307,LUPŞA,5336,1,PART,PRCNCT,P,P_SV,"2024-06-11 00:32:13",863,834,0,14,15,593,564,0,14,15,584,9,900,307,117,7,455,5
1,ALBA,"ŞCOALA PRIMARĂ HĂDĂRĂU",306,LUPŞA,5336,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:54:06",295,289,0,2,4,212,206,0,2,4,209,3,350,138,64,1,142,2
1,ALBA,"ŞCOALA PRIMARĂ VALEA LUPȘII",308,LUPŞA,5336,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:13",667,645,0,4,18,484,462,0,4,18,477,7,720,236,185,13,277,2
