precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"ŞCOALA GIMNAZIALA NR.1 FARAOANI",339,FARAOANI,22460,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:44:58",1295,1288,1,1,5,521,515,0,1,5,497,24,1400,879,280,73,23,105,16
4,BACĂU,"ŞCOALA GIMNAZIALA NR.1 FARAOANI",338,FARAOANI,22460,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:14",1176,1163,3,3,7,450,440,0,3,7,432,16,1300,850,202,102,14,99,15
4,BACĂU,"ŞCOALA GIMNAZIALA NR.2 FARAOANI",340,FARAOANI,22460,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:12",1122,1099,1,14,8,487,464,1,14,8,456,31,1200,713,338,35,17,43,23
4,BACĂU,"ŞCOALA GIMNAZIALA NR.2 FARAOANI",341,FARAOANI,22460,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:10",812,803,0,7,2,348,339,0,7,2,328,20,900,552,222,37,12,23,34
