precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
38,TULCEA,"CASA DE CULTURĂ PAUL BARBĂNEAGRĂ",60,"ORAŞ ISACCEA",159687,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:16:57",1255,1236,0,2,17,689,670,0,2,17,667,18,1372,687,216,222,146,21,12,24,26
38,TULCEA,"GRĂDINIŢA ”CONSTANTIN BRĂTESCU”",62,"ORAŞ ISACCEA",159687,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:49:30",1298,1287,0,1,10,719,708,0,1,10,684,24,1412,704,282,174,147,28,3,28,22
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL REVĂRSAREA",63,"ORAŞ ISACCEA",159687,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:10",386,375,0,9,2,205,194,0,9,2,195,10,415,210,54,79,36,12,4,4,6
38,TULCEA,"LICEUL TEORETIC ”CONSTANTIN BRĂTESCU”",61,"ORAŞ ISACCEA",159687,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:21:58",1148,1127,2,9,10,629,610,0,9,10,610,19,1257,628,286,142,124,17,3,8,30
