precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
2,ARAD,"CĂMINUL CULTURAL MUNAR",349,SECUSIGIU,11940,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:02:56",432,420,1,7,4,300,289,0,7,4,289,11,470,170,148,63,11,63,4
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATU MARE",350,SECUSIGIU,11940,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:40",812,796,2,11,3,415,401,0,11,3,390,25,880,465,185,41,34,129,1
2,ARAD,"PRIMĂRIA COMUNEI SECUSIGIU",347,SECUSIGIU,11940,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:02:54",902,878,0,16,8,540,516,0,16,8,505,24,990,461,196,96,40,163,10
2,ARAD,"REMIZA P.S.I SÎNPETRU GERMAN",351,SECUSIGIU,11940,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:52",833,826,2,4,1,367,361,1,4,1,352,15,920,553,163,14,46,127,2
2,ARAD,"ȘCOALA GIMNAZIALĂ SECUSIGIU",348,SECUSIGIU,11940,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:19:27",938,932,0,1,5,531,525,0,1,5,507,24,1040,506,173,61,58,209,6
2,ARAD,"ȘCOALA GIMNAZIALĂ SÎNPETRU GERMAN",352,SECUSIGIU,11940,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:35:20",886,877,1,6,2,482,473,1,6,2,445,28,961,488,175,20,33,211,6
