precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CEAUŞU GENUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LUNGU MIHAI-SILVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","IGNAT PAUL-MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
39,VASLUI,"IMOBIL FEDERALCOOP SAT VALEA TÂRGULUI",444,PUŞCAŞI,167320,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:29",133,116,0,12,5,92,75,0,12,5,88,4,200,108,4,2,82
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI CORP C1",440,PUŞCAŞI,167320,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:17:50",1180,1153,0,1,26,485,458,0,1,26,462,23,1191,706,49,69,344
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI CORP C1",441,PUŞCAŞI,167320,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:21",1007,979,0,1,27,389,361,0,1,27,376,13,1100,711,29,47,300
39,VASLUI,"ŞCOALA PRIMARA POIANA LUI ALEXA",442,PUŞCAŞI,167320,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:47:31",260,249,0,6,5,132,121,0,6,5,126,6,300,168,5,21,100
39,VASLUI,"SCOALA PRIMARA TEIŞORU",443,PUŞCAŞI,167320,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:47",430,422,0,5,3,159,151,0,5,3,142,17,500,341,9,14,119
