precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi"
30,OLT,"SCOALA GENERALA CU CLASELE I-VIII ALIMANESTI",237,IZVOARELE,127386,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:18:01",1836,1804,0,12,20,1165,1133,0,12,20,1092,73,2004,839,193,599,211,21,68
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BALDOVINEŞTI",122,BALDOVINEŞTI,125677,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:36",511,477,0,5,29,325,291,0,5,29,310,15,520,195,18,235,20,9,28
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",138,BRASTAVĂŢU,125962,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:45:42",1449,1335,0,27,87,833,719,0,27,87,815,18,1438,605,73,510,181,23,28
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",137,BRASTAVĂŢU,125962,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:07:30",1300,1203,2,24,71,773,676,2,24,71,721,52,1318,545,77,464,147,20,13
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII DRĂGHICENI",191,DRĂGHICENI,125490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:33",1532,1432,1,28,71,1158,1059,0,28,71,1107,49,1658,502,157,610,303,24,13
30,OLT,"ŞCOALA GENERALĂ GOSTAVĂŢU",213,GOSTAVĂŢU,127144,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:43:03",1276,1218,0,47,11,880,822,0,47,11,825,48,1345,465,110,443,227,15,30
30,OLT,"ŞCOALA GENERALĂ GRECI",271,"OSICA DE SUS",127983,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:27:54",781,750,0,18,13,564,533,0,18,13,541,23,825,261,68,276,178,9,10
30,OLT,"ŞCOALA GENERALĂ I-IV",361,VERGULEASA,129816,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:33:26",549,536,0,2,11,325,312,0,2,11,310,15,605,280,45,207,49,4,5
30,OLT,"ŞCOALA GENERALĂ I-IV SATU NOU",217,GRĂDINARI,127171,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:33:01",266,216,0,42,8,209,159,0,42,8,199,10,240,31,24,85,84,6,0
30,OLT,"SCOALA GENERALA MĂRGINENI",117,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:43:34",1486,1362,2,95,27,1231,1107,2,95,27,1200,31,1639,408,111,1005,39,27,18
30,OLT,"SCOALA GENERALA MARIA TUDORACHE",157,COLONEŞTI,126228,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:43",349,321,0,28,0,240,212,0,28,0,240,0,353,113,0,238,0,0,2
30,OLT,"SCOALA GENERALA MORUNESTI",252,MORUNGLAV,127625,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:23:47",484,452,0,23,9,343,311,0,23,9,327,16,493,150,9,242,68,7,1
30,OLT,"SCOALA GENERALA MOVILENI ( GRADINITA)",254,MOVILENI,127689,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:13",651,593,0,3,55,413,355,0,3,55,400,13,711,298,85,283,15,10,7
30,OLT,"SCOALA GENERALA NEGRENI",119,"ORAŞ SCORNICEŞTI",128711,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:27",969,949,1,17,2,659,640,0,17,2,633,26,1043,384,58,496,34,23,22
30,OLT,"ŞCOALA GENERALĂ NR.1",293,RUSĂNEŞTI,128588,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:13",1248,1213,0,16,19,752,717,0,16,19,720,32,1336,584,114,456,112,23,15
30,OLT,"SCOALA GENERALA NR 1 IANCU JIANU",226,"IANCU JIANU",127288,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:53",1424,1412,0,5,7,723,711,0,5,7,681,42,1555,832,59,481,76,8,57
30,OLT,"ŞCOALA GENERALĂ NR. 2",270,"OSICA DE SUS",127983,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:23:10",1319,1284,1,11,23,918,884,0,11,23,844,74,1400,482,117,442,273,12,0
30,OLT,"ŞCOALA GENERALĂ NR.2",294,RUSĂNEŞTI,128588,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:57",1218,1184,1,12,21,682,649,0,12,21,641,41,1305,623,79,398,126,22,16
30,OLT,"ȘCOALA GENERALĂ PROFA",311,SPINENI,128962,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:53",392,330,0,51,11,274,212,0,51,11,269,5,392,118,29,201,12,15,12
30,OLT,"ŞCOALA GENERALĂ SALCIA",308,SLĂTIOARA,125374,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:35",346,328,0,15,3,230,212,0,15,3,215,15,355,125,21,136,38,11,9
30,OLT,"ŞCOALA GENERALĂ SINEŞTI",110,"ORAŞ POTCOAVA",128374,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:47:58",1514,1486,3,14,11,1114,1087,2,14,11,1045,42,1665,551,209,609,199,28,0
30,OLT,"SCOALA GENERALA TONESTI",239,LELEASCA,127411,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:23",315,251,0,55,9,259,195,0,55,9,247,12,285,26,17,192,31,4,3
30,OLT,"ŞCOALA GENERALĂ URSA",208,GÂRCOV,125588,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:46:15",670,641,0,5,24,427,398,0,5,24,374,35,709,300,48,131,129,12,54
30,OLT,"ŞCOALA GENERALĂ VĂLENI",356,VĂLENI,129763,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:58:48",856,769,2,54,31,617,531,1,54,31,578,33,845,234,111,328,31,10,98
30,OLT,"ŞCOALA GENERALĂ VĂLENI",355,VĂLENI,129763,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:04:50",847,767,0,51,29,573,493,0,51,29,556,17,835,262,89,271,67,15,114
30,OLT,"SCOALA GENERLA BIRCII",113,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:25",920,866,3,45,6,698,647,0,45,6,662,36,859,161,40,529,55,29,9
30,OLT,"SCOALA GIMANZIALA NICOLAE MARINEANU",150,CEZIENI,126102,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:46:21",953,861,2,48,42,734,643,1,48,42,701,28,990,256,45,408,229,10,9
30,OLT,"SCOALA GIMNAZIALA",321,STREJEŞTI,129139,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:45:26",1332,1251,1,65,15,1024,944,0,65,15,944,80,1372,348,94,477,349,13,11
30,OLT,"SCOALA GIMNAZIALA",350,"VALEA MARE",129656,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:51",575,558,0,9,8,366,349,0,9,8,357,9,615,249,94,222,31,2,8
30,OLT,"SCOALA GIMNAZIALA",256,"NICOLAE TITULESCU",127714,7,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:15:03",670,564,0,36,70,670,564,0,36,70,648,22,998,328,79,519,21,17,12
30,OLT,"SCOALA GIMNAZIALA",336,"TIA MARE",129460,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:31",973,961,1,0,11,636,625,0,0,11,619,17,1070,434,50,465,26,10,68
30,OLT,"ŞCOALA GIMNAZIALĂ",279,POBORU,128301,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:36",565,542,0,23,0,390,367,0,23,0,371,19,600,210,35,286,26,18,6
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",223,IANCA,127251,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:06:52",1028,964,0,24,40,671,607,0,24,40,629,41,1126,456,39,329,246,5,10
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",224,IANCA,127251,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:04:03",1053,899,0,98,56,761,607,0,98,56,713,48,1056,295,50,444,196,5,18
30,OLT,"ȘCOALA GIMNAZIALĂ BÎRZA",131,BÂRZA,125846,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:14:05",908,871,1,19,17,585,549,0,19,17,548,37,964,379,61,292,171,18,6
30,OLT,"SCOALA GIMNAZIALĂ BRANEȚ",132,BÂRZA,125846,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:57:04",1213,1154,0,19,40,821,762,0,19,40,774,43,1331,514,106,559,70,19,20
30,OLT,"ŞCOALA GIMNAZIALĂ BREBENI",144,BREBENI,125999,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:44:11",1352,1285,0,47,20,963,896,0,47,20,924,39,1391,428,378,316,172,33,25
30,OLT,"ŞCOALA GIMNAZIALĂ BUZEŞTI",160,CORBU,126326,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:55",502,454,0,24,24,421,373,0,24,24,404,17,519,98,45,257,88,7,7
30,OLT,"SCOALA GIMNAZIALA CALUI",146,CĂLUI,130295,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:43",723,703,2,10,8,481,462,1,10,8,430,51,791,310,58,294,61,11,6
30,OLT,"ŞCOALA GIMNAZIALĂ CELEIU",89,"ORAŞ CORABIA",125542,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:37:38",1380,1354,0,0,26,790,764,0,0,26,750,37,1478,688,67,525,102,17,39
30,OLT,"SCOALA GIMNAZIALĂ CEPARI",149,CÂRLOGANI,126166,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:36",667,659,1,7,0,415,408,0,7,0,400,15,720,305,57,311,22,5,5
30,OLT,"ŞCOALA GIMNAZIALĂ CEPEŞTI",168,CUNGREA,126503,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:34:31",609,582,1,22,4,468,441,1,22,4,452,16,674,206,63,318,38,4,29
30,OLT,"SCOALA GIMNAZIALĂ CÎRLOGANI",148,CÂRLOGANI,126166,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:55",1127,1119,0,8,0,687,679,0,8,0,659,28,1222,535,59,579,5,6,10
30,OLT,"ŞCOALA GIMNAZIALĂ, COMUNA VULTUREȘTI",379,VULTUREŞTI,130231,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:08:42",578,525,0,22,31,350,297,0,22,31,334,16,620,270,35,257,31,5,6
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",40,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:07",1615,1609,0,6,0,759,753,0,6,0,698,61,1774,1015,125,286,196,35,56
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",39,"MUNICIPIUL SLATINA",125347,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:40:39",1288,1281,1,5,1,575,569,0,5,1,567,8,1417,842,87,195,206,30,49
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",41,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:52:28",1542,1531,2,7,2,775,766,0,7,2,753,22,1696,921,95,286,276,33,63
30,OLT,"ŞCOALA GIMNAZIALĂ CORBU",159,CORBU,126326,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:53:21",873,795,0,31,47,578,500,0,31,47,550,28,935,357,62,233,237,13,5
30,OLT,"ŞCOALA GIMNAZIALĂ COTEANA",163,COTEANA,126380,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:38",869,816,0,26,27,639,591,0,26,22,611,28,888,249,30,477,81,15,8
30,OLT,"ŞCOALA GIMNAZIALĂ COTEANA",162,COTEANA,126380,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:15:58",942,880,0,31,31,666,605,0,31,30,647,18,950,285,50,483,84,24,6
30,OLT,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII DOBROTEASA",187,DOBROTEASA,126772,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:50:16",917,832,1,71,13,645,561,0,71,13,611,34,927,282,131,422,37,13,8
30,OLT,"ŞCOALA GIMNAZIALĂ DIDU",316,STOENEŞTI,129095,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:32:54",879,831,0,22,26,501,453,0,22,26,469,32,914,413,78,338,43,5,5
30,OLT,"ŞCOALA GIMNAZIALĂ DOBA",278,PLEŞOIU,128221,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:28:30",1223,1106,0,106,11,871,754,0,106,11,854,17,1209,338,111,590,118,16,19
30,OLT,"ŞCOALA GIMNAZIALĂ DOBRICENI",228,"IANCU JIANU",127288,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:10:28",771,756,0,9,6,420,405,0,9,6,389,31,847,427,30,283,55,5,16
30,OLT,"SCOALA GIMNAZIALA DOBROSLOVENI",183,DOBROSLOVENI,126718,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:32",1094,1076,0,8,10,694,676,0,8,10,647,47,1199,505,193,314,96,19,25
30,OLT,"ȘCOALA GIMNAZIALĂ DRANOVĂȚU",202,GĂNEASA,127064,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:53:46",891,830,1,39,21,637,576,1,39,21,624,13,926,289,66,502,32,11,13
30,OLT,"ŞCOALA GIMNAZIALĂ DUMITRU BUZDUN",80,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:22:44",1151,1136,1,5,9,644,630,0,5,9,596,34,1240,596,74,319,137,15,51
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",20,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:34",1161,1152,2,7,0,577,570,0,7,0,549,28,1265,688,75,236,175,25,38
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",21,"MUNICIPIUL SLATINA",125347,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:34:38",1132,1120,2,9,1,511,502,0,9,0,498,13,1232,721,66,215,164,26,27
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",19,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:31",1535,1528,1,6,0,773,767,0,6,0,748,25,1688,915,115,283,245,41,64
30,OLT,"ŞCOALA GIMNAZIALĂ FĂGEŢELU",192,FĂGEŢELU,126905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:22",503,380,0,102,21,371,248,0,102,21,340,31,439,68,65,198,32,13,32
30,OLT,"SCOALA GIMNAZIALA FARCASELE",199,FĂRCAŞELE,127019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:48",685,676,1,1,7,396,389,0,1,6,369,27,750,354,55,216,76,15,7
30,OLT,"ŞCOALA GIMNAZIALĂ FLORIAN DIȚULEASA VITĂNEȘTI",297,SÂRBII-MĂGURA,130366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:07",847,784,0,22,41,566,503,0,22,41,546,20,910,344,65,404,50,19,8
30,OLT,"ŞCOALA GIMNAZIALĂ GEORGE POBORAN",47,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:30",1363,1353,0,10,0,725,715,0,10,0,713,12,1494,769,84,309,229,13,78
30,OLT,"ŞCOALA GIMNAZIALĂ GEORGE POBORAN",48,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:32:23",1104,1094,1,9,0,515,506,0,9,0,498,17,1202,687,68,201,150,28,51
30,OLT,"SCOALA GIMNAZIALA GEORGE VISAN POTELU",225,IANCA,127251,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:05",961,911,0,23,27,653,604,0,23,26,618,35,1030,377,46,343,201,16,12
30,OLT,"ŞCOALA GIMNAZIALĂ GHEORGHE MAGHERU",62,"MUNICIPIUL CARACAL",125472,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:57:11",1770,1758,0,5,7,896,884,0,5,7,865,31,1938,1042,157,536,102,33,37
30,OLT,"ŞCOALA GIMNAZIALĂ GHIMPEŢENI",209,GHIMPEŢENI,130311,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:02",778,724,1,21,32,563,510,0,21,32,540,23,833,270,139,364,17,11,9
30,OLT,"ŞCOALA GIMNAZIALĂ GRĂDINARI",215,GRĂDINARI,127171,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:52",813,739,0,50,24,629,555,0,50,24,605,24,833,204,93,293,196,9,14
30,OLT,"SCOALA GIMNAZIALA HOTARANI",200,FĂRCAŞELE,127019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:47",669,655,1,4,9,394,381,0,4,9,377,17,731,337,58,231,61,21,6
30,OLT,"SCOALA GIMNAZIALA ICOANA",229,ICOANA,127322,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:33:03",527,487,1,30,9,379,339,1,30,9,365,12,506,125,66,168,115,7,9
30,OLT,"ŞCOALA GIMNAZIALĂ ” ION I.GRAURE ” BĂLTENI",127,BĂLTENI,130286,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:01",1338,1316,0,7,15,810,788,0,7,15,779,31,1436,626,99,525,99,38,18
30,OLT,"ŞCOALA GIMNAZIALĂ MATEI BASARAB",141,BRÂNCOVENI,126022,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:22:14",959,847,1,102,9,713,602,0,102,9,658,55,916,203,42,382,190,9,35
30,OLT,"SCOALA GIMNAZIALĂ ”MIHAIL DRUMES”",73,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:45",1253,1230,2,21,0,586,565,0,21,0,567,19,1381,795,70,286,147,16,48
30,OLT,"SCOALA GIMNAZIALĂ ”MIHAIL DRUMES”",72,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:56",1609,1589,2,16,2,776,758,0,16,2,741,27,1789,1021,88,436,150,26,41
30,OLT,"ŞCOALA GIMNAZIALĂ MIHAIL EMINESCU",86,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:26:06",1186,1176,0,7,3,489,479,0,7,3,448,40,1278,790,74,251,91,17,15
30,OLT,"ŞCOALA GIMNAZIALĂMIHAIL EMINESCU",87,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:22",1066,1052,1,8,5,413,399,1,8,5,386,27,1149,736,59,185,87,31,24
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",17,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:07:01",1425,1412,3,10,0,696,685,1,10,0,673,23,1566,870,50,297,229,28,69
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",18,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:19:25",1228,1219,2,7,0,639,632,0,7,0,608,31,1346,707,61,233,245,18,51
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE TITULESCU",56,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:10:34",1448,1444,0,2,2,668,664,0,2,2,642,26,1682,1014,121,339,118,21,43
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE TITULESCU",57,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:32",1323,1313,1,9,0,606,597,0,9,0,592,14,1447,841,85,325,108,26,48
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 1",4,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:38:29",1171,1147,0,15,9,685,670,0,6,9,651,13,1260,575,75,335,144,26,71
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 1",5,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:52:31",1030,1016,4,9,1,609,599,0,9,1,568,41,1105,496,60,264,180,20,44
30,OLT,"ŞCOALA GIMNAZIALĂ NR.1",65,"MUNICIPIUL CARACAL",125472,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:43:56",1515,1510,0,3,2,810,805,0,3,2,770,40,1658,848,145,518,53,9,45
30,OLT,"SCOALA GIMNAZIALA NR. 1 BALS",68,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:58",1241,1220,1,15,5,623,603,0,15,5,562,61,1330,702,78,343,111,10,20
30,OLT,"ŞCOALA GIMNAZIALĂ NR.2",58,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:31",1488,1474,0,12,2,691,677,0,12,2,661,30,1628,937,126,365,109,14,47
30,OLT,"SCOALA GIMNAZIALĂ NR 2 VIRTINA",67,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:42",1171,1158,0,10,3,618,605,0,10,3,593,25,1267,649,109,320,129,11,24
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",31,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:45:02",1218,1208,3,7,0,564,557,0,7,0,541,23,1344,780,54,210,179,23,75
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",63,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:23:30",1662,1643,0,13,6,850,831,0,13,6,819,31,1805,955,128,519,90,26,56
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",32,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:31",816,808,0,8,0,396,388,0,8,0,390,6,893,497,57,142,123,21,47
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",33,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:29",1458,1449,3,6,0,678,671,1,6,0,656,22,1606,928,63,284,222,30,57
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",30,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:36",1396,1386,3,7,0,670,663,0,7,0,652,18,1534,864,74,257,204,23,94
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",64,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:29",1841,1823,1,6,11,933,916,0,6,11,892,41,2008,1075,150,642,40,21,39
30,OLT,"SCOALA GIMNAZIALĂ NR 3 ROMANA",66,"ORAŞ BALŞ",125418,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:53:13",904,889,0,8,7,491,476,0,8,7,479,12,963,472,67,334,54,7,17
30,OLT,"ŞCOALA GIMNAZIALĂ OBOGA",262,OBOGA,127812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:22",1039,972,0,22,45,657,590,0,22,45,636,21,1062,405,36,532,35,26,7
30,OLT,"SCOALA GIMNAZIALA OLARI",275,PÂRŞCOVENI,128178,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:45",1138,1073,0,30,35,705,640,0,30,35,674,31,1215,510,81,386,180,13,14
30,OLT,"ŞCOALA GIMNAZIALĂ OPTAŞI MĂGURA",265,OPTAŞI-MĂGURA,127901,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:04",928,841,0,30,57,684,597,0,30,57,672,12,1016,332,23,620,16,5,8
30,OLT,"ŞCOALA GIMNAZIALĂ OSICA DE JOS",268,"OSICA DE JOS",130357,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:19",1286,1164,0,59,63,902,780,0,59,63,893,9,1317,415,44,744,56,23,26
30,OLT,"SCOALA GIMNAZIALA PIRSCOVENI",274,PÂRŞCOVENI,128178,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:56:16",1438,1298,0,95,45,964,824,0,95,45,924,40,1420,456,132,496,256,23,17
30,OLT,"ŞCOALA GIMNAZIALĂ PLEŞOIU",277,PLEŞOIU,128221,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:19:00",1359,1262,0,80,17,997,900,0,80,17,881,15,1380,484,155,512,179,13,22
30,OLT,"ȘCOALA GIMNAZIALĂ REDEA",287,REDEA,128524,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:25:26",911,875,0,12,24,645,609,0,12,24,626,19,915,270,95,355,135,21,20
30,OLT,"ȘCOALA GIMNAZIALĂ REDEA",288,REDEA,128524,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:49:17",868,787,2,37,42,553,479,0,37,37,530,23,831,278,63,352,89,11,15
30,OLT,"ŞCOALA GIMNAZIALĂ SAT TUDOR VLADIMIRESCU",91,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:24",195,190,0,5,0,195,190,0,5,0,182,13,481,286,32,95,20,12,23
30,OLT,"ŞCOALA GIMNAZIALĂ SCĂRIŞOARA",299,SCĂRIŞOARA,128613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:19",899,895,0,4,0,498,494,0,4,0,431,67,985,487,28,96,299,5,3
30,OLT,"ŞCOALA GIMNAZIALĂ SCĂRIŞOARA",300,SCĂRIŞOARA,128613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:13",894,885,0,6,3,523,514,0,6,3,466,57,975,452,39,105,308,7,7
30,OLT,"ŞCOALA GIMNAZIALĂ SCHITU",302,SCHITU,128659,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:07:12",1073,1057,0,11,5,652,636,0,11,5,637,15,1155,503,61,424,105,21,26
30,OLT,"ŞCOALA GIMNAZIALĂ SÎMBUREŞTI",296,SÂMBUREŞTI,128882,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:03",863,750,0,70,43,668,555,0,70,43,625,43,862,194,40,560,25,0,0
30,OLT,"ŞCOALA GIMNAZIALĂ SPĂTARU",169,CUNGREA,126503,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:55",243,204,0,37,2,190,151,0,37,2,183,7,227,37,22,110,40,5,6
