precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BERZOVAN MARIA-LOREDANA-PARTIDUL NAȚIONAL LIBERAL-voturi","SORBÁN LEVENTE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BOTIŞ MARCEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE JOS",434,"LUGAŞU DE JOS",29902,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:10:31",1455,1377,1,47,30,944,867,0,47,30,883,61,1506,562,136,710,37
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE SUS",435,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:50:43",503,470,0,18,15,503,470,0,18,15,480,23,742,239,67,379,34
5,BIHOR,"CĂMINUL CULTURAL URVIND",436,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:57:31",828,742,2,35,49,613,529,0,35,49,606,7,805,192,59,539,8
