precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IACOB GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","DONEA PAVEL-ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROCA VASILICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","BULAI MARIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL LUŢCA",405,SAGNA,124153,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:47:42",388,382,0,6,0,202,196,0,6,0,198,4,400,198,90,27,65,16
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",404,SAGNA,124153,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:35:01",1542,1536,1,2,3,726,721,0,2,3,702,24,1700,974,252,11,385,54
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",403,SAGNA,124153,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:30:22",1695,1686,1,2,6,761,753,0,2,6,744,17,1900,1139,191,5,465,83
29,NEAMŢ,"ŞCOALA PRIMARĂ VULPĂŞEŞTI",406,SAGNA,124153,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:20:57",678,667,0,7,4,322,311,0,7,4,310,12,700,378,108,6,134,62
