precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"ȘCOALA COJOCARU",299,MOGOŞANI,68128,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:02",656,631,1,20,4,480,456,0,20,4,473,7,710,230,153,15,267,38,0
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ MOGOȘANI",298,MOGOŞANI,68128,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:41:15",1389,1334,0,33,22,1042,987,0,33,22,1023,19,1459,417,424,50,492,54,3
16,DÂMBOVIŢA,"ȘCOALA MERII",300,MOGOŞANI,68128,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:41:43",781,753,0,20,8,602,574,0,20,8,590,12,830,228,180,26,326,45,13
16,DÂMBOVIŢA,"ȘCOALA ZĂVOIU",301,MOGOŞANI,68128,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:04:56",808,711,0,84,13,653,556,0,84,13,639,12,780,128,59,24,430,125,1
