precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
38,TULCEA,"CĂMIN CULTURAL MURIGHIOL",156,MURIGHIOL,160911,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:52",1205,1203,1,1,0,690,689,0,1,0,656,34,1330,640,58,232,37,231,33,65
38,TULCEA,"CĂMIN CULTURAL SARINASUF",161,MURIGHIOL,160911,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:13",329,325,0,4,0,176,172,0,4,0,169,7,357,181,27,63,1,55,6,17
38,TULCEA,"IMOBIL PROPRIETATE PRIVATĂ (FOST SPAȚIU COMERCIAL)",157,MURIGHIOL,160911,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:37",111,103,0,8,0,60,52,0,8,0,57,3,114,54,15,12,1,19,2,8
38,TULCEA,"ŞCOALA CU CLASELE I-IV DUNAVĂȚU DE SUS",159,MURIGHIOL,160911,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:54:56",133,126,0,7,0,70,63,0,7,0,59,11,138,68,8,22,1,19,6,3
38,TULCEA,"ŞCOALA CU CLASELE I-IV PLOPUL",160,MURIGHIOL,160911,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:25:51",474,474,0,0,0,191,191,0,0,0,184,7,523,332,11,83,0,59,9,22
38,TULCEA,"ŞCOALA PRIMARĂ DUNAVĂȚU DE JOS",158,MURIGHIOL,160911,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:55:16",521,515,0,5,1,296,290,0,5,1,286,10,573,0,23,74,4,82,11,92
