precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
14,CONSTANŢA,"COLEGIUL COMERCIAL ”CAROL I”",7,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:24",1275,1254,16,5,0,602,597,0,5,0,584,18,1400,798,46,231,111,13,8,133,29,13
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",28,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:03",937,931,0,6,0,419,413,0,6,0,406,13,1000,581,74,90,112,22,7,71,16,14
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",29,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:13",520,515,0,5,0,257,252,0,5,0,246,11,600,343,25,66,72,14,6,45,10,8
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",27,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:25",841,833,0,8,0,439,431,0,8,0,420,17,900,463,46,137,87,17,8,89,29,7
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",26,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:06",874,864,2,8,0,426,418,0,8,0,404,22,1000,574,59,104,87,20,11,96,19,8
14,CONSTANŢA,"COLEGIUL NAȚIONAL ”KEMAL ATATURK”",256,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:19",913,905,1,6,1,383,376,0,6,1,363,20,1000,617,59,155,60,39,6,22,5,17
14,CONSTANŢA,"COLEGIUL NATIONAL ” MIHAI EMINESCU”",2,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:33",588,573,8,7,0,239,232,0,7,0,222,10,700,468,33,66,47,8,7,45,8,8
14,CONSTANŢA,"COLEGIUL NATIONAL ” MIHAI EMINESCU”",1,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:42",1876,1841,21,14,0,344,329,1,14,0,333,11,1900,1556,53,105,53,12,4,79,17,10
14,CONSTANŢA,"COLEGIUL NAȚIONAL „MIHAI EMINESCU„",3,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:22",801,792,3,6,0,302,296,0,6,0,294,8,900,598,39,98,47,13,11,67,8,11
14,CONSTANŢA,"COLEGIUL NAŢIONAL MIRCEA CEL BĂTRÂN",5,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:32",572,560,3,9,0,280,271,0,9,0,267,12,700,421,32,77,61,3,1,69,15,9
14,CONSTANŢA,"COLEGIUL NAŢIONAL MIRCEA CEL BĂTRÂN",4,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:50",578,571,0,7,0,260,253,0,7,0,245,15,600,340,36,74,47,10,5,58,14,1
14,CONSTANŢA,"COLEGIUL NATIONAL PEDAGOGIC ”CONSTANTIN BRĂTESCU”",9,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:47",1453,1438,7,8,0,662,654,0,8,0,646,16,1500,838,102,226,110,22,12,129,37,8
14,CONSTANŢA,"COLEGIUL NATIONAL PEDAGOGIC ”CONSTANTIN BRĂTESCU”",11,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:20",1153,1136,6,11,0,525,514,0,11,0,498,27,1200,675,77,170,77,11,10,115,25,13
14,CONSTANŢA,"COLEGIUL NATIONAL PEDAGOGIC ”CONSTANTIN BRĂTESCU”",10,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:20",1134,1117,8,9,0,501,490,2,9,0,486,15,1200,699,62,148,86,10,14,123,26,17
14,CONSTANŢA,"COLEGIUL TEHNIC ENERGETIC",183,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:54",1254,1237,11,6,0,555,549,0,6,0,535,20,1400,845,65,151,88,22,6,168,25,10
14,CONSTANŢA,"COLEGIUL TEHNIC ENERGETIC",185,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:11",1214,1180,20,14,0,512,498,0,14,0,493,19,1300,788,74,128,89,17,7,132,33,13
14,CONSTANŢA,"COLEGIUL TEHNIC ENERGETIC",186,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:22",1624,1604,14,6,0,751,745,0,6,0,730,21,1800,1049,107,210,132,16,15,191,36,23
14,CONSTANŢA,"COLEGIUL TEHNIC ENERGETIC",184,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:23",671,662,3,6,0,300,294,0,6,0,284,15,700,400,38,85,44,11,7,70,24,5
14,CONSTANŢA,"COLEGIUL TEHNIC ”NICOLAE TITULESCU”",269,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:07",1111,1103,0,8,0,535,527,0,8,0,497,38,1200,665,72,240,101,23,10,25,11,15
14,CONSTANŢA,"COLEGIUL TEHNIC ”NICOLAE TITULESCU”",268,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:08",413,404,0,9,0,413,404,0,9,0,400,12,1000,588,54,191,89,24,11,20,11,0
14,CONSTANŢA,"COLEGIUL TEHNIC ”TOMIS”",173,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:12",608,600,0,8,0,286,278,0,8,0,273,11,700,416,38,79,53,4,6,65,14,14
14,CONSTANŢA,"COLEGIUL TEHNIC ”TOMIS”",174,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:14",993,984,0,9,0,482,473,0,9,0,463,19,1100,618,56,149,81,17,9,116,20,15
14,CONSTANŢA,"COLEGIUL TEHNIC ”TOMIS”",172,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:34",896,887,3,6,0,389,383,0,6,0,378,11,1000,611,44,113,87,11,5,89,18,11
14,CONSTANŢA,"COLEGIUL TEHNIC ”TOMIS”",171,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:39:20",934,924,3,7,0,440,433,0,7,0,423,17,1000,560,48,147,83,9,4,100,28,4
14,CONSTANŢA,"CONSILIULUI LOCAL TÎRGUȘOR",540,TÂRGUŞOR,62985,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:43",1056,1030,2,15,9,778,753,1,15,9,738,40,1100,322,116,284,282,24,6,17,6,3
14,CONSTANŢA,"CREŞA DIN STRADA TUDOR VLADIMIRESCU",283,"ORAŞ CERNAVODĂ",60776,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:43",969,958,0,8,3,461,450,0,8,3,424,37,1101,640,87,142,96,28,9,35,17,10
14,CONSTANŢA,"CREȘA NR. 20 NĂVODARI",330,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:33",1528,1515,0,11,2,516,503,0,11,2,471,45,1700,1184,141,80,123,42,12,38,17,18
14,CONSTANŢA,"FOST SEDIU C.A.P. PETROŞANI",434,DELENI,61675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:07",444,421,0,5,18,282,259,0,5,18,260,22,475,193,58,95,100,2,1,4,0,0
14,CONSTANŢA,"FOST SEDIU C.A.P. PIETRENI",435,DELENI,61675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:19",690,671,0,5,14,468,449,0,5,14,436,32,800,332,97,67,241,14,3,11,1,2
14,CONSTANŢA,"GRĂDINIȚA CALLATIS",233,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:17:09",1020,1003,0,13,4,488,471,0,13,4,453,22,1100,625,101,141,94,24,9,50,23,11
14,CONSTANŢA,"GRĂDINIȚA CU ORAR NORMAL COGEALAC",405,COGEALAC,61372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:10",1618,1506,1,85,26,1229,1117,1,85,26,1049,73,1600,478,114,394,496,25,3,6,6,5
14,CONSTANŢA,"GRĂDINIȚA CU ORAR NORMAL NR. 2",365,AGIGEA,60570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:22",765,731,1,32,1,456,424,0,31,1,446,10,901,445,50,96,208,16,5,58,6,7
14,CONSTANŢA,"GRĂDINIȚA CU ORAR NORMAL STRUCTURA LAZU",366,AGIGEA,60570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:21",2083,2043,5,35,0,1200,1165,0,35,0,1175,25,2100,875,207,305,245,44,6,309,31,28
14,CONSTANŢA,"GRĂDINIȚA CU ORAR PRELUNGIT RIȚA GĂRGĂRIȚA - GRUPA FLUTURAȘILOR",363,AGIGEA,60570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:07:55",1267,1248,0,13,6,826,807,0,13,6,783,43,1376,550,98,137,328,18,11,157,17,17
14,CONSTANŢA,"GRĂDINIȚA CU ORAR PRELUNGIT RIȚA GĂRGĂRIȚA - GRUPA RĂȚUȘTELOR",364,AGIGEA,60570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:36",1087,1084,0,3,0,681,678,0,3,0,650,31,1305,624,88,157,223,30,5,121,13,13
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL",446,GÂRLICIU,61808,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:54",1236,1196,0,25,15,827,787,0,25,15,755,72,1300,473,51,505,138,15,1,41,0,4
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL ALBEȘTI",367,ALBEŞTI,60945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:09",1327,1294,1,16,16,831,799,0,16,16,801,30,1411,580,194,460,81,23,4,26,8,5
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL ALIMAN",373,ALIMAN,61005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:17",418,409,0,5,4,238,229,0,5,4,222,16,500,262,15,170,25,8,0,3,0,1
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL CHEIA",450,GRĂDINA,63326,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:03",279,278,0,1,0,181,180,0,1,0,169,12,300,119,35,17,108,3,0,3,1,2
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL COBADIN",401,COBADIN,61318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:16:43",1748,1737,0,2,9,807,796,0,2,9,753,54,1900,1093,111,314,239,34,8,34,10,3
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL CRIŞAN",420,CRUCEA,61559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:26",284,279,0,5,0,164,159,0,5,0,158,6,300,136,15,122,17,2,0,0,2,0
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL DUNĂREA",536,SEIMENI,62903,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:23",539,536,0,3,0,316,313,0,3,0,300,16,598,282,13,197,72,9,1,3,1,4
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE",445,FÂNTÂNELE,63334,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:01:33",1377,1292,0,25,60,984,899,0,25,60,903,79,1400,418,74,93,356,26,2,346,3,3
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL GRĂDINA",449,GRĂDINA,63326,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:22",552,551,0,1,0,330,329,0,1,0,302,28,600,270,40,43,193,11,0,12,1,2
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL MIORIȚA",396,CIOBANU,61256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:30",235,227,0,8,0,128,120,0,8,0,122,6,300,172,9,33,68,3,0,8,1,0
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NAZARCEA",525,"POARTA ALBĂ",62761,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:00",491,486,0,5,0,302,297,0,5,0,282,15,500,203,44,204,15,8,0,7,1,3
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",413,CORBU,61513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:57",712,690,1,16,5,712,690,1,16,5,693,19,1600,888,148,131,311,42,5,36,11,9
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 -BILINGVĂ (ROM-TURCĂ)",241,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:25",804,797,1,6,0,296,290,0,6,0,271,25,906,604,31,116,57,24,5,28,8,2
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 -BILINGVĂ (ROM-TURCĂ) ROMANO-TURCA",240,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:41",753,743,1,7,2,342,333,0,7,2,314,28,800,458,42,130,77,23,5,24,6,7
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",560,"VALU LUI TRAIAN",63125,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:06",1824,1816,0,7,1,956,948,0,7,1,933,23,2200,1244,78,688,78,25,4,45,12,3
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 POARTA ALBĂ",524,"POARTA ALBĂ",62761,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:43",1081,1033,0,4,44,633,585,0,4,44,605,28,1700,1067,91,427,51,15,1,12,4,4
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR.34",83,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:17",1569,1563,0,6,0,606,600,0,6,0,580,26,1600,994,107,171,105,34,16,111,20,16
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR.34",84,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:18",1240,1231,0,9,0,517,508,0,9,0,494,23,1400,883,107,111,99,22,14,108,24,9
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 51",132,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:42",1392,1380,0,10,2,586,574,0,10,2,563,23,1500,913,87,145,142,25,16,106,24,18
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 51",133,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:22",1430,1408,15,6,1,637,630,0,6,1,619,18,1600,963,102,139,129,30,10,164,25,20
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.7",273,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:40",1258,1248,2,8,0,563,555,0,8,0,535,28,1400,837,68,239,113,36,11,36,14,18
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.8",245,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:06",1358,1348,0,10,0,525,515,0,10,0,470,55,1500,974,65,201,89,29,17,46,14,9
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL RARIȘTEA, LOC. RARIȘTEA",460,"ION CORVIN",61951,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:24",121,110,0,8,3,121,110,0,8,3,110,11,200,79,21,47,12,4,6,17,2,1
14,CONSTANŢA,"GRĂDINITĂ CU PROGRAM NORMAL SEIMENII MICI",537,SEIMENI,62903,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:29",730,717,1,6,6,435,423,0,6,6,403,32,800,365,65,42,264,16,0,12,3,1
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL TOPRAISAR",543,TOPRAISAR,63072,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:04",1409,1384,2,19,4,765,742,0,19,4,731,34,1500,735,143,222,267,58,5,26,4,6
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL VALEA DACILOR",275,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:38",1271,1265,2,3,1,545,541,0,3,1,508,37,1400,855,90,235,69,54,6,29,7,18
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”ALBATROS” EFORIE SUD",289,"ORAŞ EFORIE",60455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:31",982,962,14,6,0,501,495,0,6,0,471,24,1100,605,97,192,74,16,7,61,14,10
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT”AMICII” (GRĂDINIŢA NR.12 )",151,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:23",1073,1057,5,11,0,449,438,0,11,0,427,22,1200,751,49,95,114,25,6,104,20,14
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”MUGUREL” (GRĂDINIŢA NR. 43)",131,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:26",1405,1397,1,7,0,602,595,0,7,0,573,29,1500,898,59,162,158,31,12,108,27,16
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”MUGUREL” (GRĂDINIŢA NR. 43)",130,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:57",1309,1299,3,7,0,515,508,0,7,0,482,33,1395,880,71,123,117,15,14,108,23,11
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”NOROCEL”(GRĂDINIŢA NR.13)",166,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:42",942,933,3,6,0,418,412,0,6,0,403,15,1000,582,53,122,83,6,4,110,18,7
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”NOROCEL”(GRĂDINIŢA NR.13)",165,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:31",815,809,0,6,0,362,356,0,6,0,342,10,900,548,36,83,98,9,11,79,22,4
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",555,"VALU LUI TRAIAN",63125,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:35:29",2018,1991,4,20,3,1077,1054,0,20,3,1058,19,2200,1123,86,771,74,41,7,63,13,3
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 4",282,"ORAŞ CERNAVODĂ",60776,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:36:21",1386,1376,0,7,3,706,696,0,7,3,676,30,1500,794,155,161,188,29,20,81,22,20
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.45",190,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:00",813,801,3,9,0,377,368,0,9,0,371,6,900,523,58,124,47,11,4,99,24,4
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6",203,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:19:03",709,699,1,9,0,343,334,0,9,0,323,18,800,457,28,91,75,11,4,86,14,14
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 8 (TOMIS II)",201,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:59",723,702,0,21,0,377,356,0,21,0,367,10,900,523,53,112,72,17,8,81,19,5
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „VESELIEI”",323,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:07:06",1720,1709,0,10,1,779,768,0,10,1,737,40,1900,1120,143,199,175,75,16,68,40,21
14,CONSTANŢA,"GRĂDINIȚA DE COPII FURNICA",444,DUMBRĂVENI,63161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:00",62,41,0,19,2,56,35,0,19,2,54,2,100,44,3,19,26,4,0,2,0,0
14,CONSTANŢA,"GRĂDINIŢA DOMINO",485,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:37",1245,1236,1,7,1,659,650,1,7,1,640,18,1400,742,73,424,51,36,4,47,0,5
14,CONSTANŢA,"GRĂDINIȚA ”FLORILOR”",429,CUMPĂNA,61620,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:46",1906,1888,1,16,1,963,946,0,16,1,934,29,2100,1137,194,175,370,45,16,93,27,14
14,CONSTANŢA,"GRĂDINIȚA LUMINA",477,LUMINA,63152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:59",1915,1904,0,6,5,934,923,0,6,5,899,35,2100,1166,143,272,229,44,47,115,36,13
14,CONSTANŢA,"GRĂDINIŢĂ NOUĂ",552,TUZLA,60721,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:46",1349,1333,2,10,4,823,809,0,10,4,787,33,1500,680,168,241,154,45,18,76,25,60
14,CONSTANŢA,"GRĂDINIȚA NR.1",350,"ORAŞ TECHIRGHIOL",60534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:07:27",1814,1800,1,7,6,1012,999,0,7,6,979,33,2202,1190,136,498,183,26,5,80,21,30
14,CONSTANŢA,"GRĂDINIȚA NR.2",351,"ORAŞ TECHIRGHIOL",60534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:57:15",2008,1990,0,16,2,1181,1163,0,16,2,1132,49,2191,1010,185,499,273,49,6,49,19,52
14,CONSTANŢA,"GRĂDINIȚA NR.3",219,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:25:36",1512,1502,0,10,0,733,723,0,10,0,693,40,1700,967,144,190,180,56,4,61,30,28
14,CONSTANŢA,"GRADINITA NR. 5 NEPTUN",237,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:03:20",1247,1236,3,6,2,574,566,0,6,2,549,24,1400,826,147,198,113,23,2,44,15,7
14,CONSTANŢA,"GRĂDINIȚA NR. 5 NEPTUN",238,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:25",497,488,2,7,0,239,232,0,7,0,223,16,500,261,40,96,43,17,2,6,12,7
14,CONSTANŢA,"GRADINITA NR.FN",451,HORIA,63278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:18",642,625,0,9,8,397,380,0,9,8,374,23,700,303,39,225,70,11,3,14,8,4
14,CONSTANŢA,"GRĂDINIȚA ”PEȘTIȘORUL DE AUR”",309,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:57",1441,1429,1,7,4,615,604,0,7,4,583,21,1600,996,96,119,158,58,13,75,38,26
14,CONSTANŢA,"GRĂDINIŢA PINOCHIO",486,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:57",1229,1217,1,10,1,722,711,0,10,1,632,79,1300,589,77,407,52,43,9,27,6,11
14,CONSTANŢA,"GRĂDINIŢA PITICOT",488,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:23",796,788,2,6,0,393,387,0,6,0,377,16,900,507,58,210,65,15,0,14,12,3
14,CONSTANŢA,"GRĂDINIŢA PITICOT",487,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:52",728,723,0,5,0,306,301,0,5,0,284,22,800,494,45,161,23,24,5,22,4,0
14,CONSTANŢA,"GRADINIŢA VAROŞ",300,"ORAŞ HÂRŞOVA",60801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:34",1295,1280,0,11,4,679,664,0,11,4,604,75,1400,721,199,197,163,12,0,23,5,5
14,CONSTANŢA,"GRADINITA VECHE",549,TUZLA,60721,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:04",1151,1129,1,14,7,652,631,0,14,7,636,16,1200,548,125,161,208,35,14,56,18,19
14,CONSTANŢA,"GRĂDINIȚA VIIȘOARA",404,COBADIN,61318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:35:55",1293,1283,1,6,3,619,610,0,6,3,583,36,1400,781,83,197,225,35,4,26,8,5
14,CONSTANŢA,"GRUP ȘCOLAR ECONOMIC",213,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:24",1329,1315,0,10,4,702,688,0,10,4,664,38,1500,784,141,226,147,29,17,58,33,13
14,CONSTANŢA,"GRUP ȘCOLAR INDUSTRIAL ”ION BĂNESCU”",215,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:56",1327,1317,0,9,1,686,676,0,9,1,650,27,1500,823,166,176,126,45,14,58,42,23
